ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10703562,HZ459519,10/02/2016 10:00:00 PM,011XX S HAMILTON AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1225,012,2,28,06,1162121,1895023,2016,10/09/2016 03:49:15 PM,41.867608211,-87.680298775,"(41.867608211, -87.680298775)"
10703535,HZ459474,10/02/2016 10:00:00 PM,012XX W BRYN MAWR AVE,0810,THEFT,OVER $500,STREET,false,false,2013,020,48,77,06,1166871,1937330,2016,10/09/2016 03:49:15 PM,41.983600484,-87.661644148,"(41.983600484, -87.661644148)"
10702728,HZ458709,10/02/2016 10:00:00 PM,076XX S SANGAMON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0621,006,17,71,08B,1171296,1854274,2016,10/09/2016 03:49:15 PM,41.755592351,-87.647809328,"(41.755592351, -87.647809328)"
10702653,HZ458739,10/02/2016 10:00:00 PM,042XX W GLADYS AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,ABANDONED BUILDING,true,false,1132,011,24,26,26,1148274,1898019,2016,10/09/2016 03:49:15 PM,41.876107394,-87.731056572,"(41.876107394, -87.731056572)"
10702632,HZ458712,10/02/2016 10:00:00 PM,068XX S ROCKWELL ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0831,008,15,66,03,1160217,1859301,2016,10/09/2016 03:49:15 PM,41.769622263,-87.688273178,"(41.769622263, -87.688273178)"
10706338,HZ462829,10/02/2016 10:06:00 PM,003XX W 105TH PL,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,false,false,0512,005,34,49,20,1175939,1834967,2016,10/10/2016 03:46:16 PM,41.702508616,-87.631370958,"(41.702508616, -87.631370958)"
10702638,HZ458745,10/02/2016 10:07:00 PM,006XX N LARAMIE AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,STREET,true,false,1532,015,28,25,11,1141583,1903674,2016,10/09/2016 03:49:15 PM,41.891751628,-87.755484093,"(41.891751628, -87.755484093)"
10702595,HZ458720,10/02/2016 10:08:00 PM,008XX E 79TH ST,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,PARKING LOT/GARAGE(NON.RESID.),true,false,0624,006,6,69,18,1183364,1852811,2016,10/09/2016 03:49:15 PM,41.751305337,-87.603628907,"(41.751305337, -87.603628907)"
10702618,HZ458710,10/02/2016 10:15:00 PM,006XX S ST LOUIS AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1133,011,24,27,18,1153143,1897027,2016,10/09/2016 03:49:15 PM,41.873290093,-87.71320549,"(41.873290093, -87.71320549)"
10704154,HZ458730,10/02/2016 10:25:00 PM,026XX W FOSTER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2011,020,40,4,08B,1157790,1934435,2016,10/10/2016 03:46:16 PM,41.975847026,-87.695121796,"(41.975847026, -87.695121796)"
10703398,HZ459334,10/02/2016 10:30:00 PM,010XX E 41ST PL,0810,THEFT,OVER $500,STREET,false,false,0214,002,4,36,06,1184059,1877766,2016,10/09/2016 03:49:15 PM,41.819767809,-87.600302468,"(41.819767809, -87.600302468)"
10703247,HZ459214,10/02/2016 10:30:00 PM,014XX W SCHOOL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1922,019,44,6,08B,1166026,1922007,2016,10/09/2016 03:49:15 PM,41.941571714,-87.66519133,"(41.941571714, -87.66519133)"
10703061,HZ459049,10/02/2016 10:30:00 PM,071XX S SACRAMENTO AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0831,008,18,66,06,1157609,1857071,2016,10/09/2016 03:49:15 PM,41.763556084,-87.697893407,"(41.763556084, -87.697893407)"
10702756,HZ458848,10/02/2016 10:30:00 PM,074XX S COLES AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,0334,003,7,43,03,1195223,1856584,2016,10/09/2016 03:49:15 PM,41.761374517,-87.560047985,"(41.761374517, -87.560047985)"
10702755,HZ458864,10/02/2016 10:30:00 PM,089XX S STONY ISLAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0413,004,8,48,07,1188475,1846086,2016,10/09/2016 03:49:15 PM,41.732730806,-87.585114125,"(41.732730806, -87.585114125)"
10702657,HZ458728,10/02/2016 10:30:00 PM,104XX S EWING AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,true,false,0432,004,10,52,24,1202166,1836424,2016,10/09/2016 03:49:15 PM,41.705879997,-87.535287052,"(41.705879997, -87.535287052)"
10703885,HZ458748,10/02/2016 10:40:00 PM,039XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,HOTEL/MOTEL,false,false,0213,002,3,38,08B,1177806,1879008,2016,10/10/2016 03:46:16 PM,41.823320055,-87.623203203,"(41.823320055, -87.623203203)"
10702681,HZ458724,10/02/2016 10:40:00 PM,045XX N LEAVITT ST,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,false,false,1911,019,47,4,08B,1160874,1930088,2016,10/09/2016 03:49:15 PM,41.963855049,-87.683901936,"(41.963855049, -87.683901936)"
10702656,HZ458776,10/02/2016 10:40:00 PM,107XX S CHAMPLAIN AVE,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,true,false,0513,005,9,50,07,1182511,1833884,2016,10/09/2016 03:49:15 PM,41.699387205,-87.607339647,"(41.699387205, -87.607339647)"
10702651,HZ458733,10/02/2016 10:40:00 PM,006XX N CHRISTIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,true,false,1121,011,27,23,14,1153930,1904061,2016,10/09/2016 03:49:15 PM,41.892576466,-87.71012847,"(41.892576466, -87.71012847)"
10702650,HZ458747,10/02/2016 10:41:00 PM,050XX S LAFLIN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,true,false,0933,009,16,61,14,1167190,1871252,2016,10/09/2016 03:49:15 PM,41.802270917,-87.662371344,"(41.802270917, -87.662371344)"
10702630,HZ458746,10/02/2016 10:46:00 PM,001XX W 87TH ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,0622,006,21,44,06,1176740,1847273,2016,10/09/2016 03:49:15 PM,41.736259984,-87.628068782,"(41.736259984, -87.628068782)"
10703647,HZ458744,10/02/2016 10:55:00 PM,034XX S WESTERN AVE,031A,ROBBERY,ARMED: HANDGUN,GROCERY FOOD STORE,false,false,0911,009,12,59,03,1160928,1881594,2016,10/09/2016 03:49:15 PM,41.830782452,-87.685050651,"(41.830782452, -87.685050651)"
10709137,HZ466323,10/02/2016 11:00:00 PM,007XX N LARAMIE AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,1524,015,28,25,06,1141551,1904600,2016,10/10/2016 03:46:16 PM,41.894293275,-87.755578716,"(41.894293275, -87.755578716)"
10704038,HZ458761,10/02/2016 11:00:00 PM,013XX E 74TH ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,false,true,0324,003,5,43,04B,1186622,1856204,2016,10/10/2016 03:46:16 PM,41.760539607,-87.591582884,"(41.760539607, -87.591582884)"
10703737,HZ459806,10/02/2016 11:00:00 PM,018XX W LAKE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1223,012,27,28,08B,1164037,1901417,2016,10/09/2016 03:49:15 PM,41.88511368,-87.673084261,"(41.88511368, -87.673084261)"
10703559,HZ459471,10/02/2016 11:00:00 PM,054XX W MADISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CONVENIENCE STORE,false,false,1522,015,29,25,14,1139778,1899482,2016,10/09/2016 03:49:15 PM,41.880281416,-87.7622156,"(41.880281416, -87.7622156)"
10702702,HZ458784,10/02/2016 11:00:00 PM,001XX E 60TH ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0311,003,20,40,03,1178322,1865263,2016,10/09/2016 03:49:15 PM,41.785590821,-87.621727697,"(41.785590821, -87.621727697)"
10702668,HZ458783,10/02/2016 11:00:00 PM,001XX N WOOD ST,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,1223,012,27,28,06,1164378,1901233,2016,10/09/2016 03:49:15 PM,41.884601563,-87.671837262,"(41.884601563, -87.671837262)"
10702642,HZ458742,10/02/2016 11:00:00 PM,0000X W CONGRESS PKWY,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,false,false,0113,001,2,32,07,1175947,1898054,2016,10/09/2016 03:49:15 PM,41.875625633,-87.629450396,"(41.875625633, -87.629450396)"
10702666,HZ458741,10/02/2016 11:04:00 PM,027XX N KEDZIE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1411,014,35,22,06,1154573,1918015,2016,10/09/2016 03:49:15 PM,41.930854612,-87.707392983,"(41.930854612, -87.707392983)"
10702664,HZ458757,10/02/2016 11:05:00 PM,019XX N RIDGEWAY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,2535,025,26,22,08B,1151067,1912715,2016,10/09/2016 03:49:15 PM,41.916380462,-87.720416093,"(41.916380462, -87.720416093)"
10702717,HZ458750,10/02/2016 11:06:00 PM,023XX S HOMAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1024,010,22,30,08B,1154067,1888206,2016,10/09/2016 03:49:15 PM,41.849065911,-87.710048131,"(41.849065911, -87.710048131)"
10705485,HZ461781,10/02/2016 11:09:00 PM,081XX S CALIFORNIA AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,"SCHOOL, PUBLIC, BUILDING",false,false,0835,008,18,70,26,1159127,1850529,2016,10/10/2016 03:46:16 PM,41.745572921,-87.692508179,"(41.745572921, -87.692508179)"
10702660,HZ458751,10/02/2016 11:10:00 PM,042XX W GLADYS AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1132,011,24,26,03,1148104,1898015,2016,10/09/2016 03:49:15 PM,41.87609969,-87.731680862,"(41.87609969, -87.731680862)"
10702781,HZ458764,10/02/2016 11:13:00 PM,059XX S INDIANA AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,PARKING LOT/GARAGE(NON.RESID.),false,false,0232,002,20,40,03,1178618,1865577,2016,10/09/2016 03:49:15 PM,41.78644574,-87.620632889,"(41.78644574, -87.620632889)"
10702629,HZ458755,10/02/2016 11:13:00 PM,069XX S HERMITAGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0735,007,17,67,08B,1165878,1858685,2016,10/09/2016 03:49:15 PM,41.767813494,-87.667539882,"(41.767813494, -87.667539882)"
10702903,HZ458923,10/02/2016 11:15:00 PM,033XX N OCONTO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1631,016,36,17,08B,1127165,1921309,2016,10/09/2016 03:49:15 PM,41.940398655,-87.808039268,"(41.940398655, -87.808039268)"
10702661,HZ458759,10/02/2016 11:20:00 PM,062XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,SIDEWALK,true,false,0311,003,20,40,06,1179989,1863814,2016,10/09/2016 03:49:15 PM,41.781576603,-87.615660095,"(41.781576603, -87.615660095)"
10702690,HZ458753,10/02/2016 11:25:00 PM,116XX S LAFLIN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0524,005,34,53,08B,1168426,1827523,2016,10/09/2016 03:49:15 PM,41.682245803,-87.659094944,"(41.682245803, -87.659094944)"
10702708,HZ458768,10/02/2016 11:28:00 PM,016XX W ADDISON ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,1922,019,47,6,24,1164930,1923972,2016,10/09/2016 03:49:15 PM,41.946987144,-87.669163602,"(41.946987144, -87.669163602)"
10706018,HZ462198,10/02/2016 11:30:00 PM,008XX N BISHOP ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,false,true,1213,012,27,24,26,1166591,1905576,2016,10/10/2016 03:46:16 PM,41.896471974,-87.663586367,"(41.896471974, -87.663586367)"
10703386,HZ459190,10/02/2016 11:30:00 PM,080XX S MARSHFIELD AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,APARTMENT,false,false,0611,006,21,71,15,1166738,1851481,2016,10/09/2016 03:49:15 PM,41.748026419,-87.664592856,"(41.748026419, -87.664592856)"
10703299,HZ459136,10/02/2016 11:30:00 PM,023XX S WESTERN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1034,010,25,31,06,1160742,1888192,2016,10/09/2016 03:49:15 PM,41.848891936,-87.685550517,"(41.848891936, -87.685550517)"
10702643,HZ458769,10/02/2016 11:30:00 PM,040XX W MADISON ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,1115,011,28,26,26,1149365,1899704,2016,10/09/2016 03:49:15 PM,41.880710146,-87.727007058,"(41.880710146, -87.727007058)"
10702627,HZ458756,10/02/2016 11:30:00 PM,061XX N SEELEY AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,false,true,2413,024,40,2,26,1161556,1940457,2016,10/09/2016 03:49:15 PM,41.992293795,-87.681104158,"(41.992293795, -87.681104158)"
10702689,HZ458782,10/02/2016 11:35:00 PM,119XX S WENTWORTH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,0522,005,9,53,08B,1177089,1825679,2016,10/09/2016 03:49:15 PM,41.676995167,-87.627438678,"(41.676995167, -87.627438678)"
10702696,HZ458788,10/02/2016 11:49:00 PM,030XX N SPAULDING AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,ALLEY,true,false,1412,014,35,21,24,1153858,1919954,2016,10/09/2016 03:49:15 PM,41.936189672,-87.709968663,"(41.936189672, -87.709968663)"
10702665,HZ458760,10/02/2016 11:50:00 PM,017XX E 71ST ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0332,003,5,43,03,1189225,1858283,2016,10/09/2016 03:49:15 PM,41.766182574,-87.581976385,"(41.766182574, -87.581976385)"
10702716,HZ458766,10/02/2016 11:55:00 PM,088XX S INDIANA AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,false,true,0632,006,6,44,04A,1179140,1846393,2016,10/09/2016 03:49:15 PM,41.733790851,-87.619302817,"(41.733790851, -87.619302817)"
10702725,HZ458770,10/02/2016 11:56:00 PM,013XX W 81ST ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,0612,006,21,71,03,1168986,1851058,2016,10/09/2016 03:49:15 PM,41.74681741,-87.656367643,"(41.74681741, -87.656367643)"
10707823,HZ464751,10/02/2016 11:59:00 PM,035XX W PERSHING RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0911,009,12,58,14,1153479,1878513,2016,10/10/2016 03:46:16 PM,41.822478793,-87.712463298,"(41.822478793, -87.712463298)"
10716204,HZ474381,10/03/2016 12:00:00 AM,025XX N LINCOLN AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,false,false,1932,019,43,7,10,1169371,1917267,2016,11/02/2016 03:47:39 PM,41.928492735,-87.653035407,"(41.928492735, -87.653035407)"
10711410,HZ465388,10/03/2016 12:00:00 AM,026XX N SPAULDING AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,false,false,1412,014,35,22,26,1153627,1917426,2016,10/13/2016 03:44:32 PM,41.929257248,-87.710885066,"(41.929257248, -87.710885066)"
10708257,HZ465192,10/03/2016 12:00:00 AM,023XX W MOFFAT ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,1434,014,1,22,11,1160345,1912183,2016,10/10/2016 03:48:36 PM,41.914733604,-87.686343752,"(41.914733604, -87.686343752)"
10707882,HZ464771,10/03/2016 12:00:00 AM,012XX W WINNEMAC AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,2033,020,46,3,11,1167108,1933698,2016,10/10/2016 03:48:36 PM,41.973629067,-87.660877372,"(41.973629067, -87.660877372)"
10706067,HZ462321,10/03/2016 12:00:00 AM,021XX W CHARLESTON ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,1432,014,32,22,06,1161799,1914104,2016,10/10/2016 03:48:36 PM,41.91997474,-87.680948266,"(41.91997474, -87.680948266)"
10704947,HZ461251,10/03/2016 12:00:00 AM,047XX S COTTAGE GROVE AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,0223,002,4,38,06,1182389,1873821,2016,10/10/2016 03:48:36 PM,41.808981361,-87.606551046,"(41.808981361, -87.606551046)"
10704837,HZ460894,10/03/2016 12:00:00 AM,044XX S DREXEL BLVD,0810,THEFT,OVER $500,STREET,false,false,0222,002,4,39,06,1183070,1875715,2016,10/10/2016 03:48:36 PM,41.814162811,-87.603994347,"(41.814162811, -87.603994347)"
10704806,HZ459470,10/03/2016 12:00:00 AM,047XX S LAKE PARK AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0222,002,4,39,06,1186364,1873970,2016,10/10/2016 03:48:36 PM,41.809297059,-87.591967028,"(41.809297059, -87.591967028)"
10703795,HZ459884,10/03/2016 12:00:00 AM,041XX W 26TH ST,0820,THEFT,$500 AND UNDER,BAR OR TAVERN,false,false,1031,010,22,30,06,1148998,1886396,2016,10/10/2016 03:48:36 PM,41.84419849,-87.728698811,"(41.84419849, -87.728698811)"
10703788,HZ459626,10/03/2016 12:00:00 AM,099XX S LA SALLE ST,0560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),false,false,0511,005,9,49,08A,1177025,1839089,2016,10/10/2016 03:48:36 PM,41.7137956,-87.627270572,"(41.7137956, -87.627270572)"
10703576,HZ459516,10/03/2016 12:00:00 AM,043XX S BERKELEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,0222,002,4,39,14,1183984,1876433,2016,10/10/2016 03:48:36 PM,41.816111719,-87.600619293,"(41.816111719, -87.600619293)"
10730063,HZ488318,10/03/2016 12:01:00 AM,036XX S WELLS ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,0915,009,3,34,11,1175213,1880919,2016,10/31/2016 03:47:31 PM,41.82862242,-87.632658693,"(41.82862242, -87.632658693)"
10715308,HZ473309,10/03/2016 12:01:00 AM,054XX S UNIVERSITY AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,0233,002,4,41,06,1184723,1869519,2016,10/17/2016 03:49:16 PM,41.797121863,-87.598125477,"(41.797121863, -87.598125477)"
10708525,HZ465168,10/03/2016 12:01:00 AM,047XX W HURON ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,1111,011,28,25,11,1144640,1904219,2016,10/10/2016 03:48:36 PM,41.893190128,-87.744243234,"(41.893190128, -87.744243234)"
10705394,HZ461611,10/03/2016 12:01:00 AM,061XX S KILPATRICK AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0813,008,13,64,05,1146090,1863570,2016,10/10/2016 03:48:36 PM,41.781616197,-87.739949194,"(41.781616197, -87.739949194)"
10703777,HZ459769,10/03/2016 12:01:00 AM,016XX E 74TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,false,false,0324,003,8,43,14,1188434,1856242,2016,10/10/2016 03:48:36 PM,41.760600816,-87.584940725,"(41.760600816, -87.584940725)"
10702682,HZ458792,10/03/2016 12:01:00 AM,093XX S LAFLIN ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,2221,022,21,73,03,1167976,1842704,2016,10/10/2016 03:48:36 PM,41.723914564,-87.660307922,"(41.723914564, -87.660307922)"
10702680,HZ458811,10/03/2016 12:03:00 AM,090XX S LAFLIN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,2222,022,21,73,08B,1167919,1844849,2016,11/03/2016 03:47:25 PM,41.729801988,-87.660455293,"(41.729801988, -87.660455293)"
10703221,HZ459185,10/03/2016 12:05:00 AM,022XX N SAWYER AVE,0810,THEFT,OVER $500,STREET,false,false,1413,014,26,22,06,1154140,1914785,2016,10/10/2016 03:48:36 PM,41.921999896,-87.70907059,"(41.921999896, -87.70907059)"
10702679,HZ458775,10/03/2016 12:07:00 AM,071XX S LAWNDALE AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0833,008,13,65,03,1152936,1857005,2016,10/10/2016 03:48:36 PM,41.763468422,-87.715022851,"(41.763468422, -87.715022851)"
10702667,HZ458785,10/03/2016 12:10:00 AM,029XX S DEARBORN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,false,true,0133,001,3,35,08B,1176308,1885765,2016,10/10/2016 03:48:36 PM,41.841895651,-87.62849536,"(41.841895651, -87.62849536)"
10702703,HZ458777,10/03/2016 12:15:00 AM,007XX N WALLER AVE,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,false,false,1511,015,29,25,07,1138202,1904183,2016,10/10/2016 03:48:36 PM,41.893210199,-87.767888847,"(41.893210199, -87.767888847)"
10703062,HZ458899,10/03/2016 12:18:00 AM,058XX W LAKE ST,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,1512,015,29,25,07,1137312,1902246,2016,10/10/2016 03:48:36 PM,41.88791087,-87.771204147,"(41.88791087, -87.771204147)"
10702687,HZ458793,10/03/2016 12:23:00 AM,087XX S BURLEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0424,004,7,46,08B,1199184,1847721,2016,10/10/2016 03:48:36 PM,41.736955209,-87.545828233,"(41.736955209, -87.545828233)"
10703350,HZ459102,10/03/2016 12:25:00 AM,009XX S HOMAN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,"SCHOOL, PUBLIC, BUILDING",false,false,1134,011,24,29,26,1153851,1895648,2016,10/10/2016 03:48:36 PM,41.869491903,-87.710642788,"(41.869491903, -87.710642788)"
10702714,HZ458799,10/03/2016 12:25:00 AM,0000X N HAMLIN BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,true,false,1122,011,28,26,14,1151064,1899854,2016,10/10/2016 03:48:36 PM,41.881088655,-87.720764494,"(41.881088655, -87.720764494)"
10702671,HZ458803,10/03/2016 12:25:00 AM,050XX W IOWA ST,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,false,false,1531,015,37,25,07,1142764,1905517,2016,10/10/2016 03:48:36 PM,41.896787129,-87.751100826,"(41.896787129, -87.751100826)"
10702694,HZ458797,10/03/2016 12:30:00 AM,052XX W WINNEMAC AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1623,016,45,11,08B,1140440,1933084,2016,10/13/2016 03:44:32 PM,41.97247674,-87.75895828,"(41.97247674, -87.75895828)"
10703672,HZ459356,10/03/2016 12:30:00 AM,006XX S KEDVALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1132,011,24,26,14,1148819,1896915,2016,10/10/2016 03:48:36 PM,41.873067379,-87.72908404,"(41.873067379, -87.72908404)"
10702892,HZ458940,10/03/2016 12:30:00 AM,014XX W CATALPA AVE,0810,THEFT,OVER $500,STREET,false,false,2013,020,48,77,06,1165457,1936624,2016,10/10/2016 03:48:36 PM,41.981693509,-87.666864773,"(41.981693509, -87.666864773)"
10702724,HZ458806,10/03/2016 12:30:00 AM,006XX S CALIFORNIA AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1135,011,2,27,08B,1157803,1897162,2016,10/10/2016 03:48:36 PM,41.873566886,-87.696092602,"(41.873566886, -87.696092602)"
10702701,HZ458791,10/03/2016 12:35:00 AM,050XX S MICHIGAN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0224,002,3,38,03,1178010,1871670,2016,10/10/2016 03:48:36 PM,41.80317932,-87.622677433,"(41.80317932, -87.622677433)"
10702761,HZ458798,10/03/2016 12:40:00 AM,002XX S HALSTED ST,0461,BATTERY,AGG PO HANDS ETC SERIOUS INJ,SIDEWALK,true,false,1232,012,27,28,04B,1171090,1899028,2016,10/13/2016 03:44:32 PM,41.878406274,-87.647254743,"(41.878406274, -87.647254743)"
10702670,HZ458801,10/03/2016 12:50:00 AM,073XX S WABASH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0323,003,6,69,14,1177995,1856267,2016,10/10/2016 03:48:36 PM,41.760912265,-87.623198973,"(41.760912265, -87.623198973)"
10702782,HZ458836,10/03/2016 12:52:00 AM,001XX W 66TH ST,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,true,false,0722,007,6,69,24,1176589,1861230,2016,10/10/2016 03:48:36 PM,41.774563026,-87.628202892,"(41.774563026, -87.628202892)"
10703581,HZ459533,10/03/2016 01:00:00 AM,010XX N HARDING AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),false,false,1112,011,27,23,06,1149867,1906599,2016,10/10/2016 03:48:36 PM,41.899621011,-87.724984242,"(41.899621011, -87.724984242)"
10703197,HZ459160,10/03/2016 01:00:00 AM,001XX N ABERDEEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CONSTRUCTION SITE,false,false,1224,012,27,28,14,1169110,1901385,2016,10/10/2016 03:48:36 PM,41.884917254,-87.65445637,"(41.884917254, -87.65445637)"
10702788,HZ458879,10/03/2016 01:00:00 AM,068XX S LAFAYETTE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,false,false,0722,007,6,69,07,1177014,1859578,2016,10/10/2016 03:48:36 PM,41.770020186,-87.626694679,"(41.770020186, -87.626694679)"
10702672,HZ458804,10/03/2016 01:10:00 AM,003XX S MAPLEWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1125,011,2,28,08B,1159433,1898373,2016,10/10/2016 03:48:36 PM,41.876856622,-87.690074713,"(41.876856622, -87.690074713)"
10704504,HZ458819,10/03/2016 01:18:00 AM,038XX N NEVA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,true,1632,016,38,17,14,1127713,1924666,2016,10/10/2016 03:48:36 PM,41.949601428,-87.805949224,"(41.949601428, -87.805949224)"
10703271,HZ459181,10/03/2016 01:18:00 AM,038XX N NEVA AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,1632,016,38,17,26,1127713,1924666,2016,10/10/2016 03:48:36 PM,41.949601428,-87.805949224,"(41.949601428, -87.805949224)"
10703242,HZ459176,10/03/2016 01:18:00 AM,038XX N NEVA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,false,true,1632,016,38,17,14,1127715,1924619,2016,10/10/2016 03:48:36 PM,41.949472421,-87.805942935,"(41.949472421, -87.805942935)"
