ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10706394,HZ462889,10/05/2016 10:30:00 PM,019XX W MADISON ST,0460,BATTERY,SIMPLE,SPORTS ARENA/STADIUM,true,false,1223,012,27,28,08B,1163655,1900042,2016,10/12/2016 03:49:36 PM,41.881348623,-87.674525788,"(41.881348623, -87.674525788)"
10706382,HZ462944,10/05/2016 10:30:00 PM,023XX W FULTON ST,0610,BURGLARY,FORCIBLE ENTRY,WAREHOUSE,false,false,1223,012,27,28,05,1160559,1901944,2016,10/12/2016 03:49:36 PM,41.886632534,-87.685841457,"(41.886632534, -87.685841457)"
10706370,HZ462959,10/05/2016 10:30:00 PM,035XX W POLK ST,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,APARTMENT,false,false,1133,011,24,27,07,1152836,1896140,2016,10/12/2016 03:49:36 PM,41.870862149,-87.714356129,"(41.870862149, -87.714356129)"
10706362,HZ462868,10/05/2016 10:30:00 PM,062XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,true,0311,003,20,40,08B,1178263,1863570,2016,10/12/2016 03:49:36 PM,41.780946398,-87.621995369,"(41.780946398, -87.621995369)"
10706306,HZ462863,10/05/2016 10:30:00 PM,083XX S ABERDEEN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0613,006,21,71,08B,1170438,1849489,2016,10/12/2016 03:49:36 PM,41.742480389,-87.651092729,"(41.742480389, -87.651092729)"
10706273,HZ462855,10/05/2016 10:30:00 PM,066XX S STONY ISLAND AVE,031A,ROBBERY,ARMED: HANDGUN,ATM (AUTOMATIC TELLER MACHINE),false,false,0321,003,5,42,03,1188019,1861082,2016,10/12/2016 03:49:36 PM,41.773892091,-87.58630763,"(41.773892091, -87.58630763)"
10706268,HZ462841,10/05/2016 10:30:00 PM,041XX N PULASKI RD,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,ALLEY,false,false,1722,017,39,16,04A,1148987,1927127,2016,10/12/2016 03:49:36 PM,41.955968757,-87.727683924,"(41.955968757, -87.727683924)"
10706278,HZ462848,10/05/2016 10:36:00 PM,081XX S TRIPP AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,false,false,0834,008,13,70,14,1149312,1849850,2016,10/12/2016 03:49:36 PM,41.74390458,-87.728490094,"(41.74390458, -87.728490094)"
10707906,HZ464569,10/05/2016 10:37:00 PM,014XX N HARDING AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,2535,025,30,23,26,1149786,1909246,2016,10/12/2016 03:49:36 PM,41.906886219,-87.725212836,"(41.906886219, -87.725212836)"
10706336,HZ462852,10/05/2016 10:39:00 PM,047XX S MAPLEWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,false,0922,009,12,58,08B,1160164,1873209,2016,10/12/2016 03:49:36 PM,41.807788788,-87.688084845,"(41.807788788, -87.688084845)"
10706376,HZ462849,10/05/2016 10:40:00 PM,049XX S INDIANA AVE,0460,BATTERY,SIMPLE,STREET,false,false,0224,002,3,38,08B,1178432,1872415,2016,10/12/2016 03:49:36 PM,41.805214082,-87.621107133,"(41.805214082, -87.621107133)"
10706408,HZ462865,10/05/2016 10:46:00 PM,081XX S EVANS AVE,0460,BATTERY,SIMPLE,STREET,false,false,0631,006,6,44,08B,1182643,1851135,2016,10/12/2016 03:49:36 PM,41.746722963,-87.606322886,"(41.746722963, -87.606322886)"
10706311,HZ462910,10/05/2016 10:47:00 PM,006XX W WAVELAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1925,019,46,6,14,1171471,1925224,2016,10/12/2016 03:49:36 PM,41.950281074,-87.645083938,"(41.950281074, -87.645083938)"
10706365,HZ462871,10/05/2016 10:50:00 PM,034XX W CHICAGO AVE,0320,ROBBERY,STRONGARM - NO WEAPON,PARKING LOT/GARAGE(NON.RESID.),false,false,1121,011,27,23,03,1153483,1905125,2016,10/12/2016 03:49:36 PM,41.895505083,-87.71174182,"(41.895505083, -87.71174182)"
10706377,HZ462912,10/05/2016 10:51:00 PM,005XX N DESPLAINES ST,0820,THEFT,$500 AND UNDER,OTHER,false,false,1214,012,27,24,06,1171836,1903814,2016,10/12/2016 03:49:36 PM,41.891522971,-87.644374529,"(41.891522971, -87.644374529)"
10729900,HZ489271,10/05/2016 11:00:00 PM,007XX W GORDON TER,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1915,019,46,3,26,1170590,1927984,2016,10/31/2016 03:47:31 PM,41.957873975,-87.648241284,"(41.957873975, -87.648241284)"
10707292,HZ464205,10/05/2016 11:00:00 PM,031XX W 62ND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0823,008,15,66,14,1156296,1863345,2016,10/12/2016 03:49:36 PM,41.780799403,-87.702537208,"(41.780799403, -87.702537208)"
10707102,HZ463875,10/05/2016 11:00:00 PM,080XX S STEWART AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0623,006,17,44,08B,1175020,1851674,2016,10/12/2016 03:49:36 PM,41.748375393,-87.634239252,"(41.748375393, -87.634239252)"
10706810,HZ463462,10/05/2016 11:00:00 PM,064XX S STONY ISLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT/GARAGE(NON.RESID.),false,false,0331,003,5,42,14,1187979,1862696,2016,10/12/2016 03:49:36 PM,41.778321993,-87.586402872,"(41.778321993, -87.586402872)"
10706691,HZ463286,10/05/2016 11:00:00 PM,089XX S EMERALD AVE,0810,THEFT,OVER $500,STREET,false,false,2223,022,21,71,06,1172875,1845575,2016,10/12/2016 03:49:36 PM,41.731686482,-87.64227871,"(41.731686482, -87.64227871)"
10706663,HZ463245,10/05/2016 11:00:00 PM,064XX S LOWE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0723,007,16,68,08B,1173144,1862203,2016,10/12/2016 03:49:36 PM,41.777309867,-87.640802922,"(41.777309867, -87.640802922)"
10706347,HZ462876,10/05/2016 11:02:00 PM,051XX S HERMITAGE AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,false,false,0932,009,16,61,04B,1165551,1870538,2016,10/12/2016 03:49:36 PM,41.800346568,-87.668402505,"(41.800346568, -87.668402505)"
10706440,HZ462930,10/05/2016 11:04:00 PM,069XX S WOODLAWN AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,false,false,0321,003,5,69,20,1185596,1859410,2016,10/12/2016 03:49:36 PM,41.769361384,-87.595242336,"(41.769361384, -87.595242336)"
10706351,HZ462921,10/05/2016 11:06:00 PM,018XX S MILLARD AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,true,1014,010,24,29,26,1152334,1890701,2016,10/12/2016 03:49:36 PM,41.855946829,-87.716342668,"(41.855946829, -87.716342668)"
10706921,HZ463577,10/05/2016 11:14:00 PM,025XX N NARRAGANSETT AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,2512,025,36,19,06,1133317,1916205,2016,10/12/2016 03:49:36 PM,41.926287021,-87.785547998,"(41.926287021, -87.785547998)"
10706388,HZ462896,10/05/2016 11:23:00 PM,033XX W 71ST ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,false,false,0831,008,18,66,26,1155146,1857331,2016,10/12/2016 03:49:36 PM,41.764319139,-87.706913964,"(41.764319139, -87.706913964)"
10706369,HZ462913,10/05/2016 11:28:00 PM,034XX W DIVERSEY AVE,041A,BATTERY,AGGRAVATED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),false,false,1412,014,35,21,04B,1152904,1918404,2016,10/12/2016 03:49:36 PM,41.931955331,-87.713515908,"(41.931955331, -87.713515908)"
10715332,HZ473369,10/05/2016 11:30:00 PM,079XX S LA SALLE ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,0623,006,17,44,26,1176653,1852437,2016,10/17/2016 03:49:16 PM,41.750432592,-87.628232497,"(41.750432592, -87.628232497)"
10706992,HZ463532,10/05/2016 11:30:00 PM,065XX N TROY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2412,024,50,2,14,1154156,1943121,2016,10/12/2016 03:49:36 PM,41.999755364,-87.708252305,"(41.999755364, -87.708252305)"
10706727,HZ463292,10/05/2016 11:30:00 PM,073XX S BLACKSTONE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,0324,003,5,43,05,1187480,1856447,2016,10/12/2016 03:49:36 PM,41.761186077,-87.588430616,"(41.761186077, -87.588430616)"
10706343,HZ462926,10/05/2016 11:30:00 PM,026XX E 83RD ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0423,004,7,46,08A,1195113,1850446,2016,10/12/2016 03:49:36 PM,41.744534088,-87.560653171,"(41.744534088, -87.560653171)"
10706342,HZ462901,10/05/2016 11:30:00 PM,052XX S WOOD ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,true,0932,009,16,61,03,1165237,1869896,2016,10/12/2016 03:49:36 PM,41.798591503,-87.669572223,"(41.798591503, -87.669572223)"
10706350,HZ462922,10/05/2016 11:37:00 PM,083XX S LOOMIS BLVD,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0613,006,21,71,18,1168448,1849502,2016,10/12/2016 03:49:36 PM,41.742559126,-87.658383735,"(41.742559126, -87.658383735)"
10706432,HZ462904,10/05/2016 11:40:00 PM,089XX S ASHLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,false,false,2221,022,21,73,14,1167240,1845333,2016,10/12/2016 03:49:36 PM,41.731144695,-87.66292886,"(41.731144695, -87.66292886)"
10706366,HZ462929,10/05/2016 11:40:00 PM,070XX S OGLESBY AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,false,false,0331,003,5,43,02,1192981,1858917,2016,10/12/2016 03:49:36 PM,41.767831458,-87.568188881,"(41.767831458, -87.568188881)"
10706353,HZ462936,10/05/2016 11:40:00 PM,033XX W 71ST ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,0831,008,18,66,26,1155146,1857331,2016,10/12/2016 03:49:36 PM,41.764319139,-87.706913964,"(41.764319139, -87.706913964)"
10706368,HZ462907,10/05/2016 11:45:00 PM,064XX S MARYLAND AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET,false,false,0312,003,20,42,11,1183009,1862324,2016,10/12/2016 03:49:36 PM,41.777418206,-87.604634472,"(41.777418206, -87.604634472)"
10706333,HZ462918,10/05/2016 11:45:00 PM,107XX S INDIANA AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,true,0513,005,9,49,06,1179483,1833793,2016,10/12/2016 03:49:36 PM,41.699206996,-87.618429529,"(41.699206996, -87.618429529)"
10707005,HZ463529,10/05/2016 11:50:00 PM,035XX S INDIANA AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0212,002,3,35,06,1178181,1881610,2016,10/12/2016 03:49:36 PM,41.830451636,-87.621748417,"(41.830451636, -87.621748417)"
10706367,HZ462916,10/05/2016 11:50:00 PM,003XX N CENTRAL AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,true,true,1523,015,28,25,04B,1138981,1901770,2016,10/12/2016 03:49:36 PM,41.8865745,-87.765086511,"(41.8865745, -87.765086511)"
10712495,HZ470021,10/06/2016 12:00:00 AM,032XX N Seminary Ave,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,1924,019,44,6,06,1168375,1921751,2016,10/13/2016 03:46:59 PM,41.940818673,-87.656565273,"(41.940818673, -87.656565273)"
10707023,HZ463725,10/06/2016 12:00:00 AM,106XX S CALUMET AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0512,005,9,49,05,1180461,1834587,2016,10/13/2016 03:46:59 PM,41.701363507,-87.614824307,"(41.701363507, -87.614824307)"
10742256,HZ502004,10/06/2016 12:01:00 AM,031XX N OAKLEY AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,1931,019,1,5,26,,,2016,11/05/2016 03:47:16 PM,,,
10737728,HZ497681,10/06/2016 12:01:00 AM,022XX W GRAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1221,012,26,24,11,1161352,1903441,2016,11/03/2016 03:47:25 PM,41.890723972,-87.682887688,"(41.890723972, -87.682887688)"
10716078,HZ474078,10/06/2016 12:01:00 AM,030XX W 23RD ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,false,false,1033,010,12,30,11,1156598,1888569,2016,10/17/2016 03:49:16 PM,41.850011239,-87.700749242,"(41.850011239, -87.700749242)"
10715829,HZ473828,10/06/2016 12:01:00 AM,008XX E DREXEL SQUARE DR,0810,THEFT,OVER $500,RESIDENCE,false,false,0233,002,4,41,06,1182733,1871061,2016,10/17/2016 03:49:16 PM,41.801399711,-87.605375077,"(41.801399711, -87.605375077)"
10707352,HZ463818,10/06/2016 12:01:00 AM,037XX W 24TH ST,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,ALLEY,false,false,1013,010,22,30,03,1151912,1887804,2016,10/17/2016 03:49:16 PM,41.848005422,-87.717967831,"(41.848005422, -87.717967831)"
10710932,HZ468730,10/06/2016 12:01:00 AM,007XX N LATROBE AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,true,1524,015,28,25,11,1141224,1904428,2016,10/13/2016 03:46:59 PM,41.893827322,-87.756783948,"(41.893827322, -87.756783948)"
10706561,HZ463176,10/06/2016 12:01:00 AM,056XX N CHRISTIANA AVE,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),false,false,1711,017,39,13,06,1153029,1937282,2016,10/13/2016 03:46:59 PM,41.983755352,-87.712553991,"(41.983755352, -87.712553991)"
10706361,HZ462953,10/06/2016 12:10:00 AM,007XX N FRANKLIN ST,0810,THEFT,OVER $500,STREET,false,false,1831,018,42,8,06,1174194,1905175,2016,10/13/2016 03:46:59 PM,41.895205349,-87.635674129,"(41.895205349, -87.635674129)"
10706409,HZ462928,10/06/2016 12:30:00 AM,084XX S INDIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0632,006,6,44,14,1179066,1849021,2016,10/13/2016 03:46:59 PM,41.741004085,-87.619494059,"(41.741004085, -87.619494059)"
10706391,HZ462952,10/06/2016 12:30:00 AM,046XX S ASHLAND AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,0924,009,3,61,03,1166448,1874082,2016,10/13/2016 03:46:59 PM,41.810052623,-87.665011864,"(41.810052623, -87.665011864)"
10706372,HZ462950,10/06/2016 12:30:00 AM,085XX S KOLIN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0834,008,18,70,06,1148909,1847556,2016,10/13/2016 03:46:59 PM,41.737617194,-87.730025671,"(41.737617194, -87.730025671)"
10706364,HZ462937,10/06/2016 12:35:00 AM,067XX S LANGLEY AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0321,003,6,42,08B,1182052,1860576,2016,10/13/2016 03:46:59 PM,41.772643726,-87.608196828,"(41.772643726, -87.608196828)"
10706384,HZ462933,10/06/2016 12:40:00 AM,043XX W 55TH ST,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,false,false,0813,008,13,62,06,1148159,1867777,2016,10/13/2016 03:46:59 PM,41.793121443,-87.732255805,"(41.793121443, -87.732255805)"
10706386,HZ462947,10/06/2016 12:55:00 AM,018XX W EVERGREEN AVE,0820,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,true,false,1424,014,1,24,06,1163679,1909585,2016,10/13/2016 03:46:59 PM,41.907534845,-87.674168451,"(41.907534845, -87.674168451)"
10718896,HZ477640,10/06/2016 01:00:00 AM,027XX N MONTICELLO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2524,025,35,22,08B,1151581,1917964,2016,10/20/2016 03:50:02 PM,41.930774077,-87.718389368,"(41.930774077, -87.718389368)"
10708177,HZ465063,10/06/2016 01:00:00 AM,018XX W VAN BUREN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1225,012,2,28,14,1164144,1898190,2016,10/13/2016 03:46:59 PM,41.876256265,-87.672782546,"(41.876256265, -87.672782546)"
10707376,HZ464279,10/06/2016 01:00:00 AM,054XX S NEENAH AVE,0810,THEFT,OVER $500,STREET,false,false,0811,008,23,56,06,1133635,1867878,2016,10/13/2016 03:46:59 PM,41.793664926,-87.785512549,"(41.793664926, -87.785512549)"
10707138,HZ464034,10/06/2016 01:00:00 AM,122XX S YALE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0523,005,9,53,06,1176819,1823769,2016,10/13/2016 03:46:59 PM,41.671759895,-87.628484138,"(41.671759895, -87.628484138)"
10706442,HZ462960,10/06/2016 01:00:00 AM,063XX S ST LAWRENCE AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0312,003,20,42,03,1181324,1863109,2016,10/13/2016 03:46:59 PM,41.779611336,-87.610787436,"(41.779611336, -87.610787436)"
10706363,HZ462946,10/06/2016 01:00:00 AM,052XX N GLENWOOD AVE,0334,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,ALLEY,false,false,2013,020,48,77,03,1166043,1934787,2016,10/13/2016 03:46:59 PM,41.976640192,-87.664762373,"(41.976640192, -87.664762373)"
10706358,HZ462948,10/06/2016 01:11:00 AM,035XX E 109TH ST,0810,THEFT,OVER $500,STREET,false,false,0432,004,10,52,06,1201377,1833291,2016,10/13/2016 03:46:59 PM,41.697302802,-87.538282151,"(41.697302802, -87.538282151)"
10706433,HZ462949,10/06/2016 01:17:00 AM,056XX W HIGGINS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,1622,016,45,11,18,1137547,1932483,2016,10/13/2016 03:46:59 PM,41.970880275,-87.769611074,"(41.970880275, -87.769611074)"
10717453,HZ462961,10/06/2016 01:20:00 AM,064XX S DAMEN AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,false,true,0726,007,15,67,04B,,,2016,10/16/2016 03:51:57 PM,,,
10708288,HZ463912,10/06/2016 01:30:00 AM,050XX S LAKE SHORE DR W,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0222,002,4,39,05,1188639,1871868,2016,10/13/2016 03:46:59 PM,41.803474876,-87.583690122,"(41.803474876, -87.583690122)"
10706379,HZ462955,10/06/2016 01:30:00 AM,046XX S LAVERGNE AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,true,false,0814,008,23,56,26,1143804,1873479,2016,10/13/2016 03:46:59 PM,41.808851093,-87.74808303,"(41.808851093, -87.74808303)"
10709703,HZ462978,10/06/2016 01:56:00 AM,092XX S RACINE AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,false,true,2222,022,21,73,20,1169948,1843475,2016,10/13/2016 03:46:59 PM,41.725987767,-87.653062258,"(41.725987767, -87.653062258)"
10706443,HZ462984,10/06/2016 01:58:00 AM,032XX N HALSTED ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,STREET,true,false,1924,019,44,6,11,1170354,1921748,2016,10/13/2016 03:46:59 PM,41.940767337,-87.649291866,"(41.940767337, -87.649291866)"
10718152,HZ476476,10/06/2016 02:00:00 AM,015XX E MARQUETTE RD,0810,THEFT,OVER $500,STREET,false,false,0321,003,5,42,06,1187534,1861540,2016,10/20/2016 03:50:02 PM,41.775160428,-87.588070966,"(41.775160428, -87.588070966)"
10706446,HZ462963,10/06/2016 02:00:00 AM,001XX E 117TH PL,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,STREET,false,true,0532,005,9,53,04B,1179242,1827059,2016,10/13/2016 03:46:59 PM,41.68073342,-87.619516276,"(41.68073342, -87.619516276)"
10706416,HZ462967,10/06/2016 02:10:00 AM,019XX N RICHMOND ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,false,true,1421,014,35,22,04B,1156509,1912651,2016,10/13/2016 03:46:59 PM,41.916096377,-87.700424049,"(41.916096377, -87.700424049)"
10706428,HZ462987,10/06/2016 02:28:00 AM,015XX W CERMAK RD,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,1235,012,25,31,04B,1166444,1889501,2016,10/13/2016 03:46:59 PM,41.852364018,-87.66458627,"(41.852364018, -87.66458627)"
10706430,HZ462989,10/06/2016 02:30:00 AM,049XX W NEWPORT AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1634,016,38,15,03,1142786,1922483,2016,10/13/2016 03:46:59 PM,41.943343197,-87.750596585,"(41.943343197, -87.750596585)"
10706417,HZ462971,10/06/2016 02:30:00 AM,026XX W GREGORY ST,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,false,false,2011,020,40,4,26,1157745,1936760,2016,10/13/2016 03:46:59 PM,41.982227857,-87.695223586,"(41.982227857, -87.695223586)"
10707195,HZ463799,10/06/2016 02:40:00 AM,021XX W BOWLER ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,1225,012,25,28,06,1162190,1896232,2016,10/13/2016 03:46:59 PM,41.870924378,-87.680011684,"(41.870924378, -87.680011684)"
10706720,HZ462966,10/06/2016 02:40:00 AM,051XX N SHERIDAN RD,0460,BATTERY,SIMPLE,RESTAURANT,true,false,2024,020,48,3,08B,1168703,1934476,2016,10/13/2016 03:46:59 PM,41.975729415,-87.654989539,"(41.975729415, -87.654989539)"
10706419,HZ462997,10/06/2016 02:45:00 AM,024XX S BLUE ISLAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1034,010,25,31,07,1163441,1888097,2016,10/13/2016 03:46:59 PM,41.848574951,-87.675647608,"(41.848574951, -87.675647608)"
10706410,HZ462974,10/06/2016 02:45:00 AM,014XX S AVERS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,true,1011,010,24,29,14,1150941,1892936,2016,10/13/2016 03:46:59 PM,41.862107289,-87.721397241,"(41.862107289, -87.721397241)"
10706404,HZ462981,10/06/2016 02:45:00 AM,070XX S ST LAWRENCE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0322,003,6,69,08A,1181459,1858275,2016,10/13/2016 03:46:59 PM,41.766343251,-87.610441476,"(41.766343251, -87.610441476)"
10706444,HZ462979,10/06/2016 02:58:00 AM,044XX W JACKSON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1131,011,24,26,14,1146752,1898316,2016,10/13/2016 03:46:59 PM,41.876951569,-87.736637301,"(41.876951569, -87.736637301)"
10709509,HZ464082,10/06/2016 03:00:00 AM,048XX W BERWYN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1621,016,45,12,06,1142900,1935084,2016,10/13/2016 03:46:59 PM,41.977919281,-87.749862203,"(41.977919281, -87.749862203)"
10708487,HZ464538,10/06/2016 03:00:00 AM,048XX N KILPATRICK AVE,0810,THEFT,OVER $500,STREET,false,false,1712,017,39,14,06,1144268,1931887,2016,10/13/2016 03:46:59 PM,41.96912079,-87.744912085,"(41.96912079, -87.744912085)"
10707930,HZ464829,10/06/2016 03:00:00 AM,034XX N BROADWAY,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,false,false,1925,019,46,6,08B,1171252,1923360,2016,10/13/2016 03:46:59 PM,41.945171015,-87.645943907,"(41.945171015, -87.645943907)"
10707735,HZ464678,10/06/2016 03:00:00 AM,023XX W SCHOOL ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1921,019,32,5,06,1160282,1921863,2016,10/13/2016 03:46:59 PM,41.941297483,-87.686306844,"(41.941297483, -87.686306844)"
10707420,HZ463713,10/06/2016 03:00:00 AM,007XX E 68TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0321,003,6,42,07,1182226,1860084,2016,10/13/2016 03:46:59 PM,41.771289602,-87.607574218,"(41.771289602, -87.607574218)"
10707327,HZ463918,10/06/2016 03:00:00 AM,104XX S NORMAL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,false,false,2233,022,34,49,14,1174803,1835681,2016,10/13/2016 03:46:59 PM,41.704493271,-87.635509491,"(41.704493271, -87.635509491)"
10707161,HZ463920,10/06/2016 03:00:00 AM,046XX N SPRINGFIELD AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1723,017,39,14,26,1149555,1930586,2016,10/13/2016 03:46:59 PM,41.965449469,-87.725505606,"(41.965449469, -87.725505606)"
10706792,HZ463481,10/06/2016 03:00:00 AM,048XX S LAKE PARK AVE,0810,THEFT,OVER $500,STREET,false,false,0222,002,4,39,06,1186842,1873319,2016,10/13/2016 03:46:59 PM,41.807499342,-87.590234482,"(41.807499342, -87.590234482)"
10706485,HZ463016,10/06/2016 03:00:00 AM,005XX N MICHIGAN AVE,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,HOTEL/MOTEL,false,false,1834,018,42,8,03,1177337,1904039,2016,10/13/2016 03:46:59 PM,41.892017399,-87.624165306,"(41.892017399, -87.624165306)"
10706449,HZ463004,10/06/2016 03:00:00 AM,079XX S COLES AVE,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,RESIDENCE PORCH/HALLWAY,true,false,0422,004,7,46,26,1198205,1852742,2016,10/13/2016 03:46:59 PM,41.750757729,-87.549247291,"(41.750757729, -87.549247291)"
10706402,HZ462980,10/06/2016 03:00:00 AM,079XX S PAULINA ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,0611,006,21,71,26,1166394,1851953,2016,10/13/2016 03:46:59 PM,41.749328984,-87.665839969,"(41.749328984, -87.665839969)"
10706399,HZ462975,10/06/2016 03:00:00 AM,075XX S CALUMET AVE,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,false,false,0623,006,6,69,03,1179779,1855192,2016,10/13/2016 03:46:59 PM,41.757921749,-87.616693383,"(41.757921749, -87.616693383)"
10706411,HZ462985,10/06/2016 03:10:00 AM,026XX E 77TH ST,0560,ASSAULT,SIMPLE,APARTMENT,false,false,0421,004,7,43,08A,1195373,1854425,2016,10/13/2016 03:46:59 PM,41.755446361,-87.559569406,"(41.755446361, -87.559569406)"
10713683,HZ471494,10/06/2016 03:20:00 AM,026XX S LAWNDALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1032,010,22,30,14,1152133,1886136,2016,10/17/2016 03:49:16 PM,41.843423876,-87.717200664,"(41.843423876, -87.717200664)"
10706405,HZ462983,10/06/2016 03:20:00 AM,041XX W 24TH PL,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1013,010,22,30,05,1149022,1887395,2016,10/13/2016 03:46:59 PM,41.846939411,-87.728584918,"(41.846939411, -87.728584918)"
