#,Thermostat,identifier,3.15696E+11,,,,,,,,,,,,,,,,,
#,Thermostat,name,My ecobee3,,,,,,,,,,,,,,,,,
#,Start,date,7/9/2016,,,,,,,,,,,,,,,,,
#,End,date,7/11/2016,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Date,Time,System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (F),Heat Set Temp (F),Current Temp (F),Current Humidity (%RH),Outdoor Temp (F),Wind Speed (km/h),Cool Stage 1 (sec),Heat Stage 1 (sec),Fan (sec),DM Offset,Thermostat Temperature (F),Thermostat Humidity (%RH),Thermostat Motion,Lil'bee (F),Lil'bee2
7/10/2016,20:00:00,off,heatOff,,Home,76,68,73.1,70,75.1,10,0,0,0,,73.1,70,1,77.8,0
7/10/2016,20:05:00,off,heatOff,,Home,76,68,72.8,71,75.1,10,0,0,0,,72.8,71,1,77.8,0
7/10/2016,20:10:00,off,heatOff,,Home,76,68,72.9,70,75.1,10,0,0,0,,72.9,70,1,77.8,0
7/10/2016,20:15:00,off,heatOff,,Home,76,68,74,68,75.1,10,0,0,0,,74,68,1,77.8,0
7/10/2016,20:20:00,off,heatOff,,Home,76,68,74.2,69,75.1,10,0,0,0,,74.2,69,1,77.8,0
7/10/2016,20:25:00,off,heatOff,,Home,76,68,74.3,70,75.1,10,0,0,0,,74.3,70,0,77.8,0
7/10/2016,20:30:00,off,heatOff,,Home,76,68,74.3,70,74,9,0,0,0,,74.3,70,0,77.6,0
7/10/2016,20:35:00,off,heatOff,,Home,76,68,74.3,69,74,9,0,0,0,,74.3,69,0,77.6,0
7/10/2016,20:40:00,off,heatOff,,Home,76,68,74.3,69,74,9,0,0,0,,74.3,69,0,77.6,0
7/10/2016,20:45:00,off,heatOff,,Home,76,68,74.3,69,74,9,0,0,0,,74.3,69,0,77.6,0
7/10/2016,20:50:00,off,heatOff,,Home,76,68,74.2,69,74,9,0,0,0,,74.2,69,0,77.6,0
7/10/2016,20:55:00,off,heatOff,,Home,76,68,74.3,69,74,9,0,0,0,,74.3,69,0,77.4,0
7/10/2016,21:00:00,off,heatOff,,Home,76,68,74.3,69,73.2,9,0,0,0,,74.3,69,0,77.4,0
7/10/2016,21:05:00,off,heatOff,,Home,76,68,74.3,69,73.2,9,0,0,0,,74.3,69,1,77.4,0
7/10/2016,21:10:00,off,heatOff,,Home,76,68,74.3,69,73.2,9,0,0,0,,74.3,69,0,77.4,0
7/10/2016,21:15:00,off,heatOff,,Home,76,68,74.3,69,73.2,9,0,0,0,,74.3,69,0,77.4,0
7/10/2016,21:20:00,off,heatOff,,Home,76,68,74.4,69,73.2,9,0,0,0,,74.4,69,1,77.4,0
7/10/2016,21:25:00,off,heatOff,,Home,76,68,74.3,69,73.2,9,0,0,0,,74.3,69,0,77.4,0
7/10/2016,21:30:00,off,heatOff,,Home,76,68,74.4,69,73.3,6,0,0,0,,74.4,69,0,77.3,0
7/10/2016,21:35:00,off,heatOff,,Home,76,68,74.5,68,73.3,6,0,0,0,,74.5,68,1,77.2,0
7/10/2016,21:40:00,off,heatOff,,Home,76,68,74.4,68,73.3,6,0,0,0,,74.4,68,1,77.2,1
7/10/2016,21:45:00,off,heatOff,,Home,76,68,74.5,68,73.3,6,0,0,0,,74.5,68,0,77.2,1
7/10/2016,21:50:00,off,heatOff,,Home,76,68,74.4,68,73.3,6,0,0,0,,74.4,68,1,77.2,1
7/10/2016,21:55:00,off,heatOff,,Home,76,68,74.4,68,73.3,6,0,0,0,,74.4,68,0,77.2,1
7/10/2016,22:00:00,off,heatOff,,Home,76,68,74.4,67,72.8,6,0,0,0,,74.4,67,0,77.8,1
7/10/2016,22:05:00,off,heatOff,,Home,76,68,74.4,68,72.8,6,0,0,0,,74.4,68,0,78.2,1
7/10/2016,22:10:00,off,heatOff,,Home,76,68,74.4,68,72.8,6,0,0,0,,74.4,68,0,77.8,1
7/10/2016,22:15:00,off,heatOff,,Home,76,68,74.2,68,72.8,6,0,0,0,,74.2,68,0,77.6,1
7/10/2016,22:20:00,off,heatOff,,Home,76,68,74.2,69,72.8,6,0,0,0,,74.2,69,0,77.6,1
7/10/2016,22:25:00,off,heatOff,,Home,76,68,74.3,69,72.8,6,0,0,0,,74.1,69,0,77.4,1
7/10/2016,22:30:00,off,heatOff,,Home,76,68,74.9,68,72.1,6,0,0,0,,74.2,68,1,77.4,0
7/10/2016,22:35:00,off,heatOff,,Home,76,68,75.7,67,72.1,6,0,0,0,,74.7,67,0,77.4,1
7/10/2016,22:40:00,off,heatOff,,Home,76,68,76.2,66,72.1,6,0,0,0,,75.4,66,0,77,1
7/10/2016,22:45:00,off,heatOff,,Home,76,68,76.4,65,72.1,6,0,0,0,,76,65,0,76.7,1
7/10/2016,22:50:00,off,heatOff,,Home,76,68,76.6,65,72.1,6,0,0,0,,76.3,65,0,76.7,1
7/10/2016,22:55:00,off,heatOff,,Home,74.3,64.6,76.6,64,72.1,6,0,0,0,,76.5,64,0,76.7,1
7/10/2016,23:00:00,off,heatOff,,Sleep,74,64,76.5,63,71.2,6,0,0,0,,76.6,63,0,76.5,1
7/10/2016,23:05:00,off,heatOff,,Sleep,74,64,76.5,63,71.2,6,0,0,0,,76.7,63,0,76.5,0
7/10/2016,23:10:00,off,heatOff,,Sleep,74,64,76.5,63,71.2,6,0,0,0,,76.7,63,0,76.5,0
7/10/2016,23:15:00,off,heatOff,,Sleep,74,64,76.3,63,71.2,6,0,0,0,,76.8,63,0,76.3,1
7/10/2016,23:20:00,off,heatOff,,Sleep,74,64,76.3,63,71.2,6,0,0,0,,76.8,63,1,76.3,1
7/10/2016,23:25:00,off,heatOff,,Sleep,74,64,76.3,63,71.2,6,0,0,0,,76.8,63,1,76.3,1
7/10/2016,23:30:00,off,heatOff,,Sleep,74,64,76.3,63,72.2,6,0,0,0,,76.8,63,1,76.3,0
7/10/2016,23:35:00,off,heatOff,,Sleep,74,64,76.1,63,72.2,6,0,0,0,,76.8,63,0,76.1,1
7/10/2016,23:40:00,off,heatOff,,Sleep,74,64,75.9,63,72.2,6,0,0,0,,76.8,63,0,75.9,1
7/10/2016,23:45:00,off,heatOff,,Sleep,74,64,76,63,72.2,6,0,0,0,,76.9,63,1,76,0
7/10/2016,23:50:00,off,heatOff,,Sleep,74,64,75.9,63,72.2,6,0,0,0,,76.8,63,0,75.9,1
7/10/2016,23:55:00,off,heatOff,,Sleep,74,64,75.9,63,72.2,6,0,0,0,,76.8,63,1,75.9,1
7/11/2016,0:00:00,off,heatOff,,Sleep,74,64,75.8,63,71.6,7,0,0,0,,76.8,63,0,75.8,1
7/11/2016,0:05:00,off,heatOff,,Sleep,74,64,75.8,63,71.6,7,0,0,0,,76.8,63,0,75.8,1
7/11/2016,0:10:00,off,heatOff,,Sleep,74,64,76,63,71.6,7,0,0,0,,76.8,63,0,76,1
7/11/2016,0:15:00,off,heatOff,,Sleep,74,64,76.1,63,71.6,7,0,0,0,,76.8,63,0,76.1,0
7/11/2016,0:20:00,off,heatOff,,Sleep,74,64,76.1,63,71.6,7,0,0,0,,76.7,63,0,76.1,0
7/11/2016,0:25:00,cool,heatOff,,Sleep,74,64,76.1,63,71.6,7,285,0,285,,76.7,63,1,76.1,1
7/11/2016,0:30:00,cool,compressorCoolStage1On,,Sleep,74,64,76.3,60,71.6,9,300,0,300,,76.6,60,0,76.3,1
7/11/2016,0:35:00,cool,compressorCoolStage1On,,Sleep,74,64,76.2,57,71.6,9,300,0,300,,76.3,57,0,76.2,0
7/11/2016,0:40:00,cool,compressorCoolStage1On,,Sleep,74,64,76,54,71.6,9,300,0,300,,76,54,0,76,0
7/11/2016,0:45:00,cool,compressorCoolStage1On,,Sleep,74,64,75.7,53,71.6,9,300,0,300,,75.7,53,0,75.7,0
7/11/2016,0:50:00,cool,compressorCoolStage1On,,Sleep,74,64,75.6,51,71.6,9,300,0,300,,75.5,51,0,75.6,0
7/11/2016,0:55:00,cool,compressorCoolStage1On,,Sleep,74,64,75.5,51,71.6,9,300,0,300,,75.3,51,0,75.5,0
7/11/2016,1:00:00,cool,compressorCoolStage1On,,Sleep,74,64,75.3,50,71.1,9,300,0,300,,75,50,0,75.3,0
7/11/2016,1:05:00,cool,compressorCoolStage1On,,Sleep,74,64,75.1,50,71.1,9,300,0,300,,74.8,50,0,75.1,0
7/11/2016,1:10:00,cool,compressorCoolStage1On,,Sleep,74,64,74.9,50,71.1,9,300,0,300,,74.6,50,0,74.9,0
7/11/2016,1:15:00,cool,compressorCoolStage1On,,Sleep,74,64,74.8,48,71.1,9,300,0,300,,74.5,48,0,74.8,0
7/11/2016,1:20:00,cool,compressorCoolStage1On,,Sleep,74,64,74.7,48,71.1,9,300,0,300,,74.4,48,0,74.7,0
7/11/2016,1:25:00,cool,compressorCoolStage1On,,Sleep,74,64,74.6,48,71.1,9,300,0,300,,74.3,48,0,74.6,0
7/11/2016,1:30:00,cool,compressorCoolStage1On,,Sleep,74,64,74.5,47,71.4,10,300,0,300,,74.1,47,0,74.5,0
7/11/2016,1:35:00,cool,compressorCoolStage1On,,Sleep,74,64,74.5,47,71.4,10,300,0,300,,74,47,0,74.5,0
7/11/2016,1:40:00,cool,compressorCoolStage1On,,Sleep,74,64,74.4,47,71.4,10,300,0,300,,73.9,47,0,74.4,0
7/11/2016,1:45:00,cool,compressorCoolStage1On,,Sleep,74,64,74.3,47,71.4,10,300,0,300,,73.7,47,0,74.3,0
7/11/2016,1:50:00,cool,compressorCoolStage1On,,Sleep,74,64,74.2,47,71.4,10,300,0,300,,73.6,47,0,74.2,0
7/11/2016,1:55:00,cool,compressorCoolStage1On,,Sleep,74,64,74.1,47,71.4,10,300,0,300,,73.5,47,0,74.1,0
7/11/2016,2:00:00,cool,compressorCoolStage1On,,Sleep,74,64,74,46,70.5,10,255,0,300,,73.4,46,0,74,0
7/11/2016,2:05:00,cool,compressorCoolOff,,Sleep,74,64,73.9,46,70.5,10,0,0,0,,73.2,46,0,73.9,0
7/11/2016,2:10:00,cool,compressorCoolOff,,Sleep,74,64,73.9,47,70.5,10,0,0,0,,73.2,47,0,73.9,0
7/11/2016,2:15:00,cool,compressorCoolOff,,Sleep,74,64,74.3,48,70.5,10,30,0,30,,73.4,48,0,74.3,0
7/11/2016,2:20:00,cool,compressorCoolStage1On,,Sleep,74,64,74.8,48,70.5,10,300,0,300,,73.6,48,0,74.8,0
7/11/2016,2:25:00,cool,compressorCoolStage1On,,Sleep,74,64,74.7,47,70.5,10,300,0,300,,73.6,47,0,74.7,0
7/11/2016,2:30:00,cool,compressorCoolStage1On,,Sleep,74,64,74.4,47,70,9,300,0,300,,73.4,47,0,74.4,0
7/11/2016,2:35:00,cool,compressorCoolStage1On,,Sleep,74,64,74,47,70,9,270,0,300,,73.2,47,0,74,0
7/11/2016,2:40:00,cool,compressorCoolOff,,Sleep,74,64,73.9,47,70,9,0,0,15,,72.9,47,0,73.9,0
7/11/2016,2:45:00,cool,compressorCoolOff,,Sleep,74,64,73.9,47,70,9,0,0,0,,72.9,47,0,73.9,0
7/11/2016,2:50:00,cool,compressorCoolOff,,Sleep,74,64,74.3,48,70,9,30,0,30,,73.1,48,0,74.3,0
7/11/2016,2:55:00,cool,compressorCoolStage1On,,Sleep,74,64,74.6,48,70,9,300,0,300,,73.4,48,0,74.6,0
7/11/2016,3:00:00,cool,compressorCoolStage1On,,Sleep,74,64,74.5,46,69.4,9,300,0,300,,73.4,46,0,74.5,0
7/11/2016,3:05:00,cool,compressorCoolStage1On,,Sleep,74,64,74.2,46,69.4,9,285,0,300,,73.1,46,0,74.2,0
7/11/2016,3:10:00,cool,compressorCoolOff,,Sleep,74,64,73.9,46,69.4,9,0,0,30,,72.9,46,0,73.9,0
7/11/2016,3:15:00,cool,compressorCoolOff,,Sleep,74,64,73.9,48,69.4,9,0,0,0,,72.8,48,0,73.9,0
7/11/2016,3:20:00,cool,compressorCoolOff,,Sleep,74,64,74.2,48,69.4,9,0,0,0,,73.1,48,0,74.2,0
7/11/2016,3:25:00,cool,compressorCoolOff,,Sleep,74,64,74.4,48,69.4,9,285,0,285,,73.3,48,0,74.4,0
7/11/2016,3:30:00,cool,compressorCoolStage1On,,Sleep,74,64,74.5,47,69.3,9,300,0,300,,73.2,47,0,74.5,0
7/11/2016,3:35:00,cool,compressorCoolStage1On,,Sleep,74,64,74.1,46,69.3,9,300,0,300,,73,46,0,74.1,0
7/11/2016,3:40:00,cool,compressorCoolStage1On,,Sleep,74,64,73.7,46,69.3,9,45,0,90,,72.7,46,0,73.7,0
7/11/2016,3:45:00,cool,compressorCoolOff,,Sleep,74,64,73.7,47,69.3,9,0,0,0,,72.5,47,0,73.7,0
7/11/2016,3:50:00,cool,compressorCoolOff,,Sleep,74,64,73.8,48,69.3,9,0,0,0,,72.6,48,0,73.8,0
7/11/2016,3:55:00,cool,compressorCoolOff,,Sleep,74,64,74.2,48,69.3,9,0,0,0,,72.8,48,0,74.2,0
7/11/2016,4:00:00,cool,compressorCoolOff,,Sleep,74,64,74.4,48,68.7,7,255,0,255,,73,48,0,74.4,0
7/11/2016,4:05:00,cool,compressorCoolStage1On,,Sleep,74,64,74.5,48,68.7,7,300,0,300,,73,48,0,74.5,0
7/11/2016,4:10:00,cool,compressorCoolStage1On,,Sleep,74,64,73.9,46,68.7,7,30,0,75,,72.7,46,0,73.9,0
7/11/2016,4:15:00,cool,compressorCoolOff,,Sleep,74,64,73.7,48,68.7,7,0,0,0,,72.5,48,0,73.7,0
7/11/2016,4:20:00,cool,compressorCoolOff,,Sleep,74,64,74,48,68.7,7,0,0,0,,72.5,48,0,74,0
7/11/2016,4:25:00,cool,compressorCoolOff,,Sleep,74,64,74.2,48,68.7,7,0,0,0,,72.7,48,0,74.2,0
7/11/2016,4:30:00,cool,compressorCoolOff,,Sleep,74,64,74.4,48,68.5,7,255,0,255,,72.9,48,0,74.4,0
7/11/2016,4:35:00,cool,compressorCoolStage1On,,Sleep,74,64,74.5,48,68.5,7,300,0,300,,72.9,48,0,74.5,0
7/11/2016,4:40:00,cool,compressorCoolStage1On,,Sleep,74,64,73.9,48,68.5,7,45,0,90,,72.6,48,0,73.9,0
7/11/2016,4:45:00,cool,compressorCoolOff,,Sleep,74,64,73.7,48,68.5,7,0,0,0,,72.3,48,0,73.7,0
7/11/2016,4:50:00,cool,compressorCoolOff,,Sleep,74,64,74,48,68.5,7,0,0,0,,72.4,48,0,74,0
7/11/2016,4:55:00,cool,compressorCoolOff,,Sleep,74,64,74.2,49,68.5,7,0,0,0,,72.5,49,0,74.2,0
7/11/2016,5:00:00,cool,compressorCoolOff,,Sleep,74,64,74.4,49,68,6,225,0,225,,72.7,49,0,74.4,0
7/11/2016,5:05:00,cool,compressorCoolStage1On,,Sleep,74,64,74.2,48,68,6,300,0,300,,72.7,48,0,74.2,0
7/11/2016,5:10:00,cool,compressorCoolStage1On,,Sleep,74,64,73.8,48,68,6,105,0,150,,72.4,48,0,73.8,0
7/11/2016,5:15:00,cool,compressorCoolOff,,Sleep,74,64,73.7,48,68,6,0,0,0,,72.1,48,0,73.7,0
7/11/2016,5:20:00,cool,compressorCoolOff,,Sleep,74,64,73.8,48,68,6,0,0,0,,72.1,48,0,73.8,0
7/11/2016,5:25:00,cool,compressorCoolOff,,Sleep,74,64,74,49,68,6,0,0,0,,72.3,49,0,74,0
7/11/2016,5:30:00,cool,compressorCoolOff,,Sleep,74,64,74.2,49,67.6,7,45,0,45,,72.5,49,0,74.2,0
7/11/2016,5:35:00,cool,compressorCoolStage1On,,Sleep,74,64,74.4,49,67.6,7,300,0,300,,72.6,49,0,74.4,1
7/11/2016,5:40:00,cool,compressorCoolStage1On,,Sleep,74,64,74.2,48,67.6,7,270,0,300,,72.5,48,0,74.2,1
7/11/2016,5:45:00,cool,compressorCoolOff,,Sleep,74,64,73.6,48,67.6,7,0,0,15,,72.1,48,0,73.6,0
7/11/2016,5:50:00,cool,compressorCoolOff,,Sleep,74,64,73.5,48,67.6,7,0,0,0,,72,48,0,73.5,0
7/11/2016,5:55:00,cool,compressorCoolOff,,Sleep,74,64,73.9,49,67.6,7,0,0,0,,72.1,49,0,73.9,0
7/11/2016,6:00:00,cool,compressorCoolOff,,Sleep,74,64,74.1,49,67.4,7,0,0,0,,72.2,49,0,74.1,0
7/11/2016,6:05:00,cool,compressorCoolOff,,Sleep,74,64,74.1,49,67.4,7,0,0,0,,72.4,49,0,74.1,0
7/11/2016,6:10:00,cool,compressorCoolOff,,Sleep,74,64,74.2,49,67.4,7,0,0,0,,72.5,49,0,74.2,0
7/11/2016,6:15:00,cool,compressorCoolOff,,Sleep,74,64,74.3,49,67.4,7,0,0,0,,72.5,49,0,74.3,0
7/11/2016,6:20:00,cool,compressorCoolOff,,Sleep,74,64,74.3,49,67.4,7,0,0,0,,72.5,49,0,74.3,0
7/11/2016,6:25:00,cool,compressorCoolOff,,Sleep,74,64,74.4,49,67.4,7,285,0,285,,72.6,49,0,74.4,0
7/11/2016,6:30:00,cool,compressorCoolStage1On,,Sleep,74,64,74.3,48,67.8,7,300,0,300,,72.4,48,0,74.3,0
7/11/2016,6:35:00,cool,compressorCoolStage1On,,Sleep,74,64,73.7,48,67.8,7,30,0,75,,72,48,0,73.7,0
7/11/2016,6:40:00,cool,compressorCoolOff,,Sleep,74,64,73.5,49,67.8,7,0,0,0,,71.8,49,0,73.5,0
7/11/2016,6:45:00,cool,compressorCoolOff,,Sleep,74,64,73.6,49,67.8,7,0,0,0,,71.8,49,0,73.6,0
7/11/2016,6:50:00,cool,compressorCoolOff,,Sleep,74,64,73.8,49,67.8,7,0,0,0,,71.9,49,0,73.8,0
7/11/2016,6:55:00,cool,compressorCoolOff,,Sleep,74,64,74,49,67.8,7,0,0,0,,72,49,0,74,0
7/11/2016,7:00:00,cool,compressorCoolOff,,Sleep,74,64,74.2,49,68.8,7,0,0,0,,72.1,49,0,74.2,0
7/11/2016,7:05:00,cool,compressorCoolOff,,Sleep,74,64,74.3,49,68.8,7,0,0,0,,72.2,49,0,74.3,0
7/11/2016,7:10:00,cool,compressorCoolOff,,Sleep,74,64,74.4,49,68.8,7,225,0,225,,72.2,49,0,74.4,0
7/11/2016,7:15:00,cool,compressorCoolStage1On,,Sleep,74,64,74.1,49,68.8,7,300,0,300,,72.1,49,0,74.1,0
7/11/2016,7:20:00,cool,compressorCoolStage1On,,Sleep,74,64,73.8,49,68.8,7,105,0,150,,71.8,49,0,73.8,0
7/11/2016,7:25:00,cool,compressorCoolOff,,Sleep,74,64,73.5,49,68.8,7,0,0,0,,71.5,49,0,73.5,1
7/11/2016,7:30:00,cool,compressorCoolOff,,Sleep,74,64,73.6,49,70,11,0,0,0,,71.5,49,0,73.6,1
7/11/2016,7:35:00,cool,compressorCoolOff,,Sleep,74,64,73.8,49,70,11,0,0,0,,71.7,49,0,73.8,0
7/11/2016,7:40:00,cool,compressorCoolOff,,Sleep,74,64,74,49,70,11,0,0,0,,71.8,49,0,74,0
7/11/2016,7:45:00,cool,compressorCoolOff,,Sleep,74,64,74.1,49,70,11,0,0,0,,72,49,0,74.1,0
7/11/2016,7:50:00,cool,compressorCoolOff,,Sleep,74,64,74.1,49,70,11,0,0,0,,72,49,0,74.1,0
7/11/2016,7:55:00,cool,compressorCoolOff,,Sleep,74,64,74.2,51,70,11,0,0,0,,72.2,51,0,74.2,0
7/11/2016,8:00:00,cool,compressorCoolOff,,Sleep,74,64,74.3,51,72,11,0,0,0,,72.2,51,0,74.3,0
7/11/2016,8:05:00,cool,compressorCoolOff,,Sleep,74,64,74.3,52,72,11,0,0,0,,72.3,52,0,74.3,0
7/11/2016,8:10:00,cool,compressorCoolOff,,Sleep,74,64,74.3,53,72,11,0,0,0,,72.4,53,0,74.3,0
7/11/2016,8:15:00,cool,compressorCoolOff,,Sleep,74,64,74.3,53,72,11,0,0,0,,72.4,53,0,74.3,0
7/11/2016,8:20:00,cool,compressorCoolOff,,Sleep,74,64,74.4,53,72,11,240,0,240,,72.4,53,0,74.4,0
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
