#,Thermostat,identifier,3.15696E+11,,,,,,,,,,,,,,,,,
#,Thermostat,name,My ecobee3,,,,,,,,,,,,,,,,,
#,Start,date,7/9/2016,,,,,,,,,,,,,,,,,
#,End,date,7/11/2016,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Date,Time,System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (F),Heat Set Temp (F),Current Temp (F),Current Humidity (%RH),Outdoor Temp (F),Wind Speed (km/h),Cool Stage 1 (sec),Heat Stage 1 (sec),Fan (sec),DM Offset,Thermostat Temperature (F),Thermostat Humidity (%RH),Thermostat Motion,Lil'bee (F),Lil'bee2
7/10/2016,1:05:00,off,heatOff,,Sleep,74,64,76.3,50,61.6,0,0,0,0,,75.8,50,0,76.3,0
7/10/2016,1:10:00,off,heatOff,,Sleep,74,64,76.3,50,61.6,0,0,0,0,,75.8,50,0,76.3,0
7/10/2016,1:15:00,off,heatOff,,Sleep,74,64,76.3,50,61.6,0,0,0,0,,75.8,50,0,76.3,0
7/10/2016,1:20:00,off,heatOff,,Sleep,74,64,76.2,50,61.6,0,0,0,0,,75.7,50,0,76.2,0
7/10/2016,1:25:00,,,,,,,,,61.6,0,,,,,,,,,
7/10/2016,1:30:00,,,,,,,,,60.5,3,,,,,,,,,
7/10/2016,1:35:00,,,,,,,,,60.5,3,,,,,,,,,
7/10/2016,1:40:00,,,,,,,,,60.5,3,,,,,,,,,
7/10/2016,1:45:00,off,heatOff,,Sleep,74,64,75.7,51,60.5,3,0,0,0,,75.5,51,0,76.1,0
7/10/2016,1:50:00,off,heatOff,,Sleep,74,64,75.8,51,60.5,3,0,0,0,,75.4,51,0,76.1,0
7/10/2016,1:55:00,off,heatOff,,Sleep,74,64,75.8,51,60.5,3,0,0,0,,75.3,51,0,75.9,0
7/10/2016,2:00:00,off,heatOff,,Sleep,74,64,75.8,52,60.4,3,0,0,0,,75.3,52,0,75.9,0
7/10/2016,2:05:00,off,heatOff,,Sleep,74,64,75.9,52,60.4,3,0,0,0,,75.2,52,0,75.9,0
7/10/2016,2:10:00,off,heatOff,,Sleep,74,64,75.8,52,60.4,3,0,0,0,,75.2,52,0,75.8,0
7/10/2016,2:15:00,off,heatOff,,Sleep,74,64,75.8,52,60.4,3,0,0,0,,75.2,52,0,75.8,0
7/10/2016,2:20:00,off,heatOff,,Sleep,74,64,75.9,52,60.4,3,0,0,0,,75.2,52,0,75.9,0
7/10/2016,2:25:00,off,heatOff,,Sleep,74,64,75.8,52,60.4,3,0,0,0,,75.2,52,0,75.8,0
7/10/2016,2:30:00,off,heatOff,,Sleep,74,64,75.8,52,60.6,0,0,0,0,,75.2,52,0,75.8,0
7/10/2016,2:35:00,off,heatOff,,Sleep,74,64,75.6,52,60.6,0,0,0,0,,75.2,52,0,75.6,0
7/10/2016,2:40:00,off,heatOff,,Sleep,74,64,75.6,52,60.6,0,0,0,0,,75.2,52,0,75.6,0
7/10/2016,2:45:00,off,heatOff,,Sleep,74,64,75.6,52,60.6,0,0,0,0,,75.2,52,0,75.6,0
7/10/2016,2:50:00,off,heatOff,,Sleep,74,64,75.6,52,60.6,0,0,0,0,,75.1,52,0,75.6,0
7/10/2016,2:55:00,off,heatOff,,Sleep,74,64,75.6,52,60.6,0,0,0,0,,75.1,52,0,75.6,0
7/10/2016,3:00:00,,,,,,,,,60.8,0,,,,,,,,,
7/10/2016,3:05:00,,,,,,,,,60.8,0,,,,,,,,,
7/10/2016,3:10:00,,,,,,,,,60.8,0,,,,,,,,,
7/10/2016,3:15:00,,,,,,,,,60.8,0,,,,,,,,,
7/10/2016,3:20:00,,,,,,,,,60.8,0,,,,,,,,,
7/10/2016,3:25:00,off,heatOff,,Sleep,74,64,75.1,52,60.8,0,0,0,0,,75,52,0,75.3,0
7/10/2016,3:30:00,off,heatOff,,Sleep,74,64,75.1,52,58.8,4,0,0,0,,75,52,0,75.2,0
7/10/2016,3:35:00,off,heatOff,,Sleep,74,64,75.1,52,58.8,4,0,0,0,,75,52,0,75.2,0
7/10/2016,3:40:00,off,heatOff,,Sleep,74,64,75.1,52,58.8,4,0,0,0,,75,52,0,75.2,0
7/10/2016,3:45:00,off,heatOff,,Sleep,74,64,75.2,52,58.8,4,0,0,0,,75,52,0,75.2,0
7/10/2016,3:50:00,off,heatOff,,Sleep,74,64,75.2,52,58.8,4,0,0,0,,75,52,0,75.2,0
7/10/2016,3:55:00,off,heatOff,,Sleep,74,64,75,52,58.8,4,0,0,0,,74.9,52,0,75,0
7/10/2016,4:00:00,off,heatOff,,Sleep,74,64,75,52,58.6,4,0,0,0,,74.9,52,0,75,1
7/10/2016,4:05:00,off,heatOff,,Sleep,74,64,74.8,52,58.6,4,0,0,0,,74.8,52,0,74.8,1
7/10/2016,4:10:00,off,heatOff,,Sleep,74,64,74.8,52,58.6,4,0,0,0,,74.7,52,0,74.8,0
7/10/2016,4:15:00,off,heatOff,,Sleep,74,64,74.7,52,58.6,4,0,0,0,,74.6,52,0,74.7,0
7/10/2016,4:20:00,off,heatOff,,Sleep,74,64,74.6,52,58.6,4,0,0,0,,74.6,52,0,74.6,0
7/10/2016,4:25:00,off,heatOff,,Sleep,74,64,74.5,52,58.6,4,0,0,0,,74.6,52,0,74.5,0
7/10/2016,4:30:00,off,heatOff,,Sleep,74,64,74.5,52,57.7,0,0,0,0,,74.6,52,0,74.5,0
7/10/2016,4:35:00,off,heatOff,,Sleep,74,64,74.5,52,57.7,0,0,0,0,,74.6,52,0,74.5,0
7/10/2016,4:40:00,off,heatOff,,Sleep,74,64,74.5,53,57.7,0,0,0,0,,74.6,53,0,74.5,0
7/10/2016,4:45:00,off,heatOff,,Sleep,74,64,74.5,53,57.7,0,0,0,0,,74.5,53,0,74.5,0
7/10/2016,4:50:00,off,heatOff,,Sleep,74,64,74.4,53,57.7,0,0,0,0,,74.4,53,0,74.4,0
7/10/2016,4:55:00,off,heatOff,,Sleep,74,64,74.2,53,57.7,0,0,0,0,,74.3,53,0,74.2,0
7/10/2016,5:00:00,off,heatOff,,Sleep,74,64,74.1,53,57.6,0,0,0,0,,74.3,53,0,74.1,0
7/10/2016,5:05:00,off,heatOff,,Sleep,74,64,74.1,53,57.6,0,0,0,0,,74.4,53,0,74.1,0
7/10/2016,5:10:00,off,heatOff,,Sleep,74,64,74.1,53,57.6,0,0,0,0,,74.4,53,0,74.1,0
7/10/2016,5:15:00,off,heatOff,,Sleep,74,64,74,53,57.6,0,0,0,0,,74.4,53,0,74,0
7/10/2016,5:20:00,off,heatOff,,Sleep,74,64,73.9,53,57.6,0,0,0,0,,74.3,53,0,73.9,0
7/10/2016,5:25:00,off,heatOff,,Sleep,74,64,73.9,53,57.6,0,0,0,0,,74.2,53,0,73.9,0
7/10/2016,5:30:00,off,heatOff,,Sleep,74,64,73.9,53,59,0,0,0,0,,74.1,53,0,73.9,0
7/10/2016,5:35:00,off,heatOff,,Sleep,74,64,73.9,53,59,0,0,0,0,,74.1,53,0,73.9,0
7/10/2016,5:40:00,off,heatOff,,Sleep,74,64,73.7,53,59,0,0,0,0,,74.1,53,0,73.7,0
7/10/2016,5:45:00,off,heatOff,,Sleep,74,64,73.7,53,59,0,0,0,0,,74.1,53,0,73.7,0
7/10/2016,5:50:00,off,heatOff,,Sleep,74,64,73.7,53,59,0,0,0,0,,74.1,53,0,73.7,0
7/10/2016,5:55:00,off,heatOff,,Sleep,74,64,73.7,53,59,0,0,0,0,,74,53,0,73.7,0
7/10/2016,6:00:00,off,heatOff,,Sleep,74,64,73.5,53,58.3,0,0,0,0,,73.9,53,0,73.5,0
7/10/2016,6:05:00,off,heatOff,,Sleep,74,64,73.5,53,58.3,0,0,0,0,,73.9,53,0,73.5,0
7/10/2016,6:10:00,off,heatOff,,Sleep,74,64,73.5,53,58.3,0,0,0,0,,73.9,53,0,73.5,0
7/10/2016,6:15:00,off,heatOff,,Sleep,74,64,73.5,53,58.3,0,0,0,0,,73.9,53,0,73.5,0
7/10/2016,6:20:00,off,heatOff,,Sleep,74,64,73.5,53,58.3,0,0,0,0,,73.9,53,0,73.5,0
7/10/2016,6:25:00,off,heatOff,,Sleep,74,64,73.5,53,58.3,0,0,0,0,,73.9,53,0,73.5,0
7/10/2016,6:30:00,off,heatOff,,Sleep,74,64,73.4,53,59.8,3,0,0,0,,73.8,53,0,73.4,0
7/10/2016,6:35:00,off,heatOff,,Sleep,74,64,73.4,53,59.8,3,0,0,0,,73.7,53,0,73.4,0
7/10/2016,6:40:00,off,heatOff,,Sleep,74,64,73.4,53,59.8,3,0,0,0,,73.7,53,0,73.4,0
7/10/2016,6:45:00,off,heatOff,,Sleep,74,64,73.4,53,59.8,3,0,0,0,,73.7,53,0,73.4,0
7/10/2016,6:50:00,off,heatOff,,Sleep,74,64,73.4,53,59.8,3,0,0,0,,73.7,53,0,73.4,0
7/10/2016,6:55:00,off,heatOff,,Sleep,74,64,73.4,53,59.8,3,0,0,0,,73.7,53,0,73.4,0
7/10/2016,7:00:00,off,heatOff,,Sleep,74,64,73.4,53,60.6,0,0,0,0,,73.6,53,0,73.4,0
7/10/2016,7:05:00,off,heatOff,,Sleep,74,64,73.4,53,60.6,0,0,0,0,,73.5,53,0,73.4,0
7/10/2016,7:10:00,off,heatOff,,Sleep,74,64,73.4,53,60.6,0,0,0,0,,73.5,53,0,73.4,0
7/10/2016,7:15:00,off,heatOff,,Sleep,74,64,73.4,53,60.6,0,0,0,0,,73.5,53,0,73.4,0
7/10/2016,7:20:00,off,heatOff,,Sleep,74,64,73.4,53,60.6,0,0,0,0,,73.5,53,0,73.4,0
7/10/2016,7:25:00,off,heatOff,,Sleep,74,64,73.4,53,60.6,0,0,0,0,,73.5,53,0,73.4,0
7/10/2016,7:30:00,off,heatOff,,Sleep,74,64,73.5,53,64.3,3,0,0,0,,73.4,53,0,73.5,0
7/10/2016,7:35:00,off,heatOff,,Sleep,74,64,73.5,53,64.3,3,0,0,0,,73.3,53,0,73.5,0
7/10/2016,7:40:00,off,heatOff,,Sleep,74,64,73.5,53,64.3,3,0,0,0,,73.2,53,0,73.5,0
7/10/2016,7:45:00,off,heatOff,,Sleep,74,64,73.5,53,64.3,3,0,0,0,,73.3,53,0,73.5,0
7/10/2016,7:50:00,off,heatOff,,Sleep,74,64,73.5,53,64.3,3,0,0,0,,73.3,53,0,73.5,0
7/10/2016,7:55:00,off,heatOff,,Sleep,74,64,73.6,53,64.3,3,0,0,0,,73.4,53,0,73.6,0
7/10/2016,8:00:00,off,heatOff,,Sleep,74,64,73.7,53,66.2,4,0,0,0,,73.4,53,0,73.7,0
7/10/2016,8:05:00,off,heatOff,,Sleep,74,64,73.7,53,66.2,4,0,0,0,,73.4,53,0,73.7,0
7/10/2016,8:10:00,off,heatOff,,Sleep,74,64,73.7,53,66.2,4,0,0,0,,73.3,53,0,73.7,1
7/10/2016,8:15:00,off,heatOff,,Sleep,74,64,73.7,53,66.2,4,0,0,0,,73.4,53,0,73.7,1
7/10/2016,8:20:00,off,heatOff,,Sleep,74,64,73.7,53,66.2,4,0,0,0,,73.4,53,0,73.7,0
7/10/2016,8:25:00,off,heatOff,,Sleep,74,64,73.6,53,66.2,4,0,0,0,,73.4,53,0,73.7,1
7/10/2016,8:30:00,off,heatOff,,Sleep,74,64,73.7,53,68.6,5,0,0,0,,73.5,53,0,73.9,1
7/10/2016,8:35:00,off,heatOff,,Sleep,74,64,73.6,54,68.6,5,0,0,0,,73.4,54,0,73.8,1
7/10/2016,8:40:00,off,heatOff,,Sleep,74,64,73.4,55,68.6,5,0,0,0,,73.4,55,0,73.4,0
7/10/2016,8:45:00,off,heatOff,,Sleep,74,64,73.3,55,68.6,5,0,0,0,,73.3,55,0,73.4,0
7/10/2016,8:50:00,off,heatOff,,Sleep,74,64,73.3,55,68.6,5,0,0,0,,73.3,55,0,73.4,0
7/10/2016,8:55:00,off,heatOff,,Sleep,75.7,67.4,73.4,55,68.6,5,0,0,0,,73.4,55,0,73.4,0
7/10/2016,9:00:00,off,heatOff,,Home,76,68,73.4,55,70.4,6,0,0,0,,73.4,55,0,73.2,0
7/10/2016,9:05:00,off,heatOff,,Home,76,68,73.4,55,70.4,6,0,0,0,,73.4,55,0,73.3,0
7/10/2016,9:10:00,off,heatOff,,Home,76,68,73.4,55,70.4,6,0,0,0,,73.4,55,1,73.2,0
7/10/2016,9:15:00,off,heatOff,,Home,76,68,73.4,55,70.4,6,0,0,0,,73.4,55,0,73.2,0
7/10/2016,9:20:00,off,heatOff,,Home,76,68,73.4,55,70.4,6,0,0,0,,73.4,55,0,73.2,1
7/10/2016,9:25:00,off,heatOff,,Home,76,68,73.5,55,70.4,6,0,0,0,,73.5,55,0,73.4,0
7/10/2016,9:30:00,off,heatOff,,Home,76,68,73.6,55,72.3,9,0,0,0,,73.6,55,0,73.4,0
7/10/2016,9:35:00,off,heatOff,,Home,76,68,73.6,55,72.3,9,0,0,0,,73.6,55,1,73.4,0
7/10/2016,9:40:00,off,heatOff,,Home,76,68,73.7,55,72.3,9,0,0,0,,73.7,55,1,73.4,0
7/10/2016,9:45:00,off,heatOff,,Home,76,68,73.7,55,72.3,9,0,0,0,,73.7,55,1,73.4,0
7/10/2016,9:50:00,off,heatOff,,Home,76,68,73.7,55,72.3,9,0,0,0,,73.7,55,0,73.4,0
7/10/2016,9:55:00,off,heatOff,,Home,76,68,73.8,56,72.3,9,0,0,0,,73.8,56,1,73.4,0
7/10/2016,10:00:00,off,heatOff,,Home,76,68,73.9,58,73.1,9,0,0,0,,73.9,58,0,73.4,0
7/10/2016,10:05:00,off,heatOff,,Home,76,68,74,58,73.1,9,0,0,0,,74,58,0,73.4,0
7/10/2016,10:10:00,off,heatOff,,Home,76,68,74.1,58,73.1,9,0,0,0,,74.1,58,1,73.4,0
7/10/2016,10:15:00,off,heatOff,,Home,76,68,74.1,59,73.1,9,0,0,0,,74.1,59,0,73.4,0
7/10/2016,10:20:00,off,heatOff,,Home,76,68,74.2,59,73.1,9,0,0,0,,74.2,59,0,73.4,0
7/10/2016,10:25:00,off,heatOff,,Home,76,68,74.2,59,73.1,9,0,0,0,,74.2,59,0,73.5,0
7/10/2016,10:30:00,off,heatOff,,Home,76,68,74.2,59,75.1,10,0,0,0,,74.2,59,0,73.5,0
7/10/2016,10:35:00,off,heatOff,,Home,76,68,74.3,59,75.1,10,0,0,0,,74.3,59,0,73.5,0
7/10/2016,10:40:00,off,heatOff,,Home,76,68,74.3,57,75.1,10,0,0,0,,74.3,57,0,73.5,0
7/10/2016,10:45:00,off,heatOff,,Home,76,68,74.3,57,75.1,10,0,0,0,,74.3,57,0,73.5,0
7/10/2016,10:50:00,off,heatOff,,Home,76,68,74.4,57,75.1,10,0,0,0,,74.4,57,1,73.6,0
7/10/2016,10:55:00,off,heatOff,,Home,76,68,74.5,59,75.1,10,0,0,0,,74.5,59,0,73.7,0
7/10/2016,11:00:00,off,heatOff,,Home,76,68,74.6,59,75.6,11,0,0,0,,74.6,59,0,73.7,0
7/10/2016,11:05:00,off,heatOff,,Home,76,68,74.6,60,75.6,11,0,0,0,,74.6,60,0,73.7,1
7/10/2016,11:10:00,off,heatOff,,Home,76,68,74.7,60,75.6,11,0,0,0,,74.7,60,0,73.9,1
7/10/2016,11:15:00,off,heatOff,,Home,76,68,74.8,59,75.6,11,0,0,0,,74.8,59,0,73.9,0
7/10/2016,11:20:00,off,heatOff,,Home,76,68,74.9,59,75.6,11,0,0,0,,74.9,59,1,73.9,0
7/10/2016,11:25:00,off,heatOff,,Home,76,68,74.9,59,75.6,11,0,0,0,,74.9,59,0,74.1,0
7/10/2016,11:30:00,off,heatOff,,Home,76,68,75,59,76.2,10,0,0,0,,75,59,0,74.1,0
7/10/2016,11:35:00,off,heatOff,,Home,76,68,75,57,76.2,10,0,0,0,,75,57,0,74.1,0
7/10/2016,11:40:00,off,heatOff,,Home,76,68,75,57,76.2,10,0,0,0,,75,57,0,74.1,0
7/10/2016,11:45:00,off,heatOff,,Home,76,68,75,57,76.2,10,0,0,0,,75,57,0,74.1,0
7/10/2016,11:50:00,off,heatOff,,Home,76,68,75,57,76.2,10,0,0,0,,75,57,0,74.1,0
7/10/2016,11:55:00,off,heatOff,,Home,76,68,75,57,76.2,10,0,0,0,,75,57,0,74.3,1
7/10/2016,12:00:00,off,heatOff,,Home,76,68,75,57,76.7,10,0,0,0,,75,57,0,74.3,1
7/10/2016,12:05:00,off,heatOff,,Home,76,68,75,57,76.7,10,0,0,0,,75,57,0,74.5,0
7/10/2016,12:10:00,off,heatOff,,Home,76,68,75,58,76.7,10,0,0,0,,75,58,1,74.5,0
7/10/2016,12:15:00,off,heatOff,,Home,76,68,75,58,76.7,10,0,0,0,,75,58,0,74.5,0
7/10/2016,12:20:00,off,heatOff,,Home,76,68,75.1,59,76.7,10,0,0,0,,75.1,59,0,74.5,0
7/10/2016,12:25:00,off,heatOff,,Home,76,68,75.1,59,76.7,10,0,0,0,,75.1,59,0,74.6,0
7/10/2016,12:30:00,off,heatOff,,Home,76,68,75.1,59,76.9,6,0,0,0,,75.1,59,0,74.6,0
7/10/2016,12:35:00,off,heatOff,,Home,76,68,75.2,59,76.9,6,0,0,0,,75.2,59,0,74.6,0
7/10/2016,12:40:00,off,heatOff,,Home,76,68,75.3,59,76.9,6,0,0,0,,75.3,59,0,74.8,0
7/10/2016,12:45:00,off,heatOff,,Home,76,68,75.3,59,76.9,6,0,0,0,,75.3,59,0,74.8,0
7/10/2016,12:50:00,off,heatOff,,Home,76,68,75.4,59,76.9,6,0,0,0,,75.4,59,0,74.8,0
7/10/2016,12:55:00,off,heatOff,,Home,76,68,75.5,59,76.9,6,0,0,0,,75.5,59,0,74.8,0
7/10/2016,13:00:00,off,heatOff,,Home,76,68,75.6,58,78,6,0,0,0,,75.6,58,1,74.8,0
7/10/2016,13:05:00,off,heatOff,,Home,76,68,75.6,57,78,6,0,0,0,,75.6,57,0,74.8,0
7/10/2016,13:10:00,off,heatOff,,Home,76,68,75.6,58,78,6,0,0,0,,75.6,58,1,75,0
7/10/2016,13:15:00,off,heatOff,,Home,76,68,75.6,58,78,6,0,0,0,,75.6,58,0,75,0
7/10/2016,13:20:00,off,heatOff,,Home,76,68,75.6,59,78,6,0,0,0,,75.6,59,0,75.2,0
7/10/2016,13:25:00,off,heatOff,,Home,76,68,75.7,59,78,6,0,0,0,,75.7,59,0,75.2,1
7/10/2016,13:30:00,off,heatOff,,Home,76,68,75.7,59,77,9,0,0,0,,75.7,59,1,75.4,1
7/10/2016,13:35:00,off,heatOff,,Home,76,68,73.8,64,77,9,0,0,0,,73.8,64,1,75.4,1
7/10/2016,13:40:00,off,heatOff,,Home,76,68,71.1,69,77,9,0,0,0,,71.1,69,1,75.6,0
7/10/2016,13:45:00,off,heatOff,,Home,76,68,70.2,71,77,9,0,0,0,,70.2,71,1,75.6,0
7/10/2016,13:50:00,off,heatOff,,Home,76,68,69.8,72,77,9,0,0,0,,69.8,72,1,75.6,0
7/10/2016,13:55:00,off,heatOff,,Home,76,68,69.7,72,77,9,0,0,0,,69.7,72,1,75.8,0
7/10/2016,14:00:00,off,heatOff,,Home,76,68,69.7,72,78.7,11,0,0,0,,69.7,72,1,75.9,0
7/10/2016,14:05:00,off,heatOff,,Home,76,68,69.7,72,78.7,11,0,0,0,,69.7,72,1,75.9,0
7/10/2016,14:10:00,off,heatOff,,Home,76,68,69.7,72,78.7,11,0,0,0,,69.7,72,1,75.9,0
7/10/2016,14:15:00,off,heatOff,,Home,76,68,69.7,72,78.7,11,0,0,0,,69.7,72,1,75.9,0
7/10/2016,14:20:00,off,heatOff,,Home,76,68,69.8,72,78.7,11,0,0,0,,69.8,72,1,75.9,0
7/10/2016,14:25:00,off,heatOff,,Home,76,68,69.7,72,78.7,11,0,0,0,,69.7,72,1,75.9,0
7/10/2016,14:30:00,off,heatOff,,Home,76,68,69.7,72,78.8,9,0,0,0,,69.7,72,1,76,0
7/10/2016,14:35:00,off,heatOff,,Home,76,68,69.7,72,78.8,9,0,0,0,,69.7,72,1,76.1,0
7/10/2016,14:40:00,off,heatOff,,Home,76,68,69.7,72,78.8,9,0,0,0,,69.7,72,1,76.2,0
7/10/2016,14:45:00,off,heatOff,,Home,76,68,69.8,72,78.8,9,0,0,0,,69.8,72,1,76.3,0
7/10/2016,14:50:00,off,heatOff,,Home,76,68,69.8,71,78.8,9,0,0,0,,69.8,71,1,76.3,0
7/10/2016,14:55:00,off,heatOff,,Home,76,68,69.7,71,78.8,9,0,0,0,,69.7,71,1,76.3,0
7/10/2016,15:00:00,off,heatOff,,Home,76,68,69.7,71,77.9,6,0,0,0,,69.7,71,1,76.4,0
7/10/2016,15:05:00,off,heatOff,,Home,76,68,69.7,71,77.9,6,0,0,0,,69.7,71,1,76.5,0
7/10/2016,15:10:00,off,heatOff,,Home,76,68,69.7,71,77.9,6,0,0,0,,69.7,71,1,76.5,0
7/10/2016,15:15:00,off,heatOff,,Home,76,68,70,71,77.9,6,0,0,0,,70,71,1,76.5,0
7/10/2016,15:20:00,off,heatOff,,Home,76,68,70.1,71,77.9,6,0,0,0,,70.1,71,1,76.5,0
7/10/2016,15:25:00,off,heatOff,,Home,76,68,70.1,71,77.9,6,0,0,0,,70.1,71,1,76.6,1
7/10/2016,15:30:00,off,heatOff,,Home,76,68,70.1,71,77.6,8,0,0,0,,70.1,71,1,76.7,1
7/10/2016,15:35:00,off,heatOff,,Home,76,68,70.2,71,77.6,8,0,0,0,,70.2,71,1,76.8,1
7/10/2016,15:40:00,off,heatOff,,Home,76,68,70.2,71,77.6,8,0,0,0,,70.2,71,1,76.9,1
7/10/2016,15:45:00,off,heatOff,,Home,76,68,70.2,71,77.6,8,0,0,0,,70.2,71,1,76.9,0
7/10/2016,15:50:00,off,heatOff,,Home,76,68,70.2,71,77.6,8,0,0,0,,70.2,71,1,77,0
7/10/2016,15:55:00,off,heatOff,,Home,76,68,70.2,71,77.6,8,0,0,0,,70.2,71,1,77,0
7/10/2016,16:00:00,off,heatOff,,Home,76,68,70.3,71,77.6,5,0,0,0,,70.3,71,1,77,0
7/10/2016,16:05:00,off,heatOff,,Home,76,68,70.3,71,77.6,5,0,0,0,,70.3,71,1,77,0
7/10/2016,16:10:00,off,heatOff,,Home,76,68,70.3,71,77.6,5,0,0,0,,70.3,71,1,77,0
7/10/2016,16:15:00,off,heatOff,,Home,76,68,70.4,71,77.6,5,0,0,0,,70.4,71,1,77.1,0
7/10/2016,16:20:00,off,heatOff,,Home,76,68,70.4,71,77.6,5,0,0,0,,70.4,71,1,77.2,0
7/10/2016,16:25:00,off,heatOff,,Home,76,68,70.3,71,77.6,5,0,0,0,,70.3,71,1,77.2,0
7/10/2016,16:30:00,off,heatOff,,Home,76,68,70.4,71,77.2,6,0,0,0,,70.4,71,1,77.2,0
7/10/2016,16:35:00,off,heatOff,,Home,76,68,70.4,71,77.2,6,0,0,0,,70.4,71,1,77.3,0
7/10/2016,16:40:00,off,heatOff,,Home,76,68,70.5,71,77.2,6,0,0,0,,70.5,71,1,77.4,0
7/10/2016,16:45:00,off,heatOff,,Home,76,68,70.5,71,77.2,6,0,0,0,,70.5,71,1,77.4,0
7/10/2016,16:50:00,off,heatOff,,Home,76,68,70.2,72,77.2,6,0,0,0,,70.2,72,1,77.4,1
7/10/2016,16:55:00,off,heatOff,,Home,76,68,70.1,73,77.2,6,0,0,0,,70.1,73,1,77.4,1
7/10/2016,17:00:00,off,heatOff,,Home,76,68,69.9,74,77.2,9,0,0,0,,69.9,74,1,77.6,0
7/10/2016,17:05:00,off,heatOff,,Home,76,68,69.9,74,77.2,9,0,0,0,,69.9,74,1,77.6,0
7/10/2016,17:10:00,off,heatOff,,Home,76,68,69.9,74,77.2,9,0,0,0,,69.9,74,1,77.6,1
7/10/2016,17:15:00,off,heatOff,,Home,76,68,69.8,74,77.2,9,0,0,0,,69.8,74,1,77.6,1
7/10/2016,17:20:00,off,heatOff,,Home,76,68,69.7,75,77.2,9,0,0,0,,69.7,75,1,77.6,0
7/10/2016,17:25:00,off,heatOff,,Home,76,68,69.8,75,77.2,9,0,0,0,,69.8,75,1,77.8,0
7/10/2016,17:30:00,off,heatOff,,Home,76,68,70.1,74,76.4,11,0,0,0,,70.1,74,1,77.8,0
7/10/2016,17:35:00,off,heatOff,,Home,76,68,70.3,75,76.4,11,0,0,0,,70.3,75,1,77.8,0
7/10/2016,17:40:00,off,heatOff,,Home,76,68,70.3,75,76.4,11,0,0,0,,70.3,75,1,77.8,0
7/10/2016,17:45:00,off,heatOff,,Home,76,68,70.4,75,76.4,11,0,0,0,,70.4,75,1,77.8,1
7/10/2016,17:50:00,off,heatOff,,Home,76,68,70.6,74,76.4,11,0,0,0,,70.6,74,1,78,1
7/10/2016,17:55:00,off,heatOff,,Home,76,68,70.8,74,76.4,11,0,0,0,,70.8,74,1,78,0
7/10/2016,18:00:00,off,heatOff,,Home,76,68,70.7,75,76.4,11,0,0,0,,70.7,75,1,78,0
7/10/2016,18:05:00,off,heatOff,,Home,76,68,70.7,75,76.4,11,0,0,0,,70.7,75,1,78,0
7/10/2016,18:10:00,off,heatOff,,Home,76,68,70.7,75,76.4,11,0,0,0,,70.7,75,1,78,0
7/10/2016,18:15:00,off,heatOff,,Home,76,68,70.6,75,76.4,11,0,0,0,,70.6,75,1,78,0
7/10/2016,18:20:00,off,heatOff,,Home,76,68,70.7,75,76.4,11,0,0,0,,70.7,75,1,78,1
7/10/2016,18:25:00,off,heatOff,,Home,76,68,70.8,75,76.4,11,0,0,0,,70.8,75,1,78.3,1
7/10/2016,18:30:00,off,heatOff,,Home,76,68,70.9,75,76.4,11,0,0,0,,70.9,75,1,78.3,1
7/10/2016,18:35:00,off,heatOff,,Home,76,68,71.6,73,76.4,11,0,0,0,,71.6,73,1,78.3,0
7/10/2016,18:40:00,off,heatOff,,Home,76,68,72.3,70,76.4,11,0,0,0,,72.3,70,0,78.4,0
7/10/2016,18:45:00,off,heatOff,,Home,76,68,73.1,69,76.4,11,0,0,0,,73.1,69,0,78.5,0
7/10/2016,18:50:00,off,heatOff,,Home,76,68,73.7,68,76.4,11,0,0,0,,73.7,68,0,78.5,0
7/10/2016,18:55:00,off,heatOff,,Home,76,68,73.9,68,76.4,11,0,0,0,,73.9,68,0,78.5,0
7/10/2016,19:00:00,off,heatOff,,Home,76,68,74,68,76.9,12,0,0,0,,74,68,1,78.3,0
7/10/2016,19:05:00,off,heatOff,,Home,76,68,74.1,68,76.9,12,0,0,0,,74.1,68,0,78.3,1
7/10/2016,19:10:00,off,heatOff,,Home,76,68,74.1,68,76.9,12,0,0,0,,74.1,68,0,78.3,1
7/10/2016,19:15:00,off,heatOff,,Home,76,68,74.1,68,76.9,12,0,0,0,,74.1,68,0,78.2,0
7/10/2016,19:20:00,off,heatOff,,Home,76,68,74.1,68,76.9,12,0,0,0,,74.1,68,0,78.2,0
7/10/2016,19:25:00,off,heatOff,,Home,76,68,74.1,67,76.9,12,0,0,0,,74.1,67,0,78.2,0
7/10/2016,19:30:00,off,heatOff,,Home,76,68,74.6,65,76.8,10,0,0,0,,74.6,65,0,78.2,0
7/10/2016,19:35:00,off,heatOff,,Home,76,68,75.4,64,76.8,10,0,0,0,,75.4,64,0,78.2,0
7/10/2016,19:40:00,off,heatOff,,Home,76,68,76,63,76.8,10,0,0,0,,76,63,0,78.2,0
7/10/2016,19:45:00,off,heatOff,,Home,76,68,76.4,62,76.8,10,0,0,0,,76.4,62,0,78,0
7/10/2016,19:50:00,off,heatOff,,Home,76,68,76,63,76.8,10,0,0,0,,76,63,1,78,0
7/10/2016,19:55:00,off,heatOff,,Home,76,68,74,68,76.8,10,0,0,0,,74,68,0,78,0
